version,direction,model,id,top_candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_or_beishi_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
kimi-version,EC,moonshotai__kimi-k2.5,014,C,10.0,4.0,3.311475,19.0,0.054286,0.65102,0.40625,1.0,0.0,1.525424,64.0,3.0,21.333333,2.55596894,-0.351801202,-0.489561502,-0.082217809,-2.222800536,1.199715168,0.588010345,-0.269445767,-0.632943758,-2.004909878,3.49998439,19.608052568,-0.578150769
kimi-version,EC,moonshotai__kimi-k2.5,015,C,8.0,6.0,4.61039,51.0,0.059875,0.498413,0.316456,3.0,4.0,1.606557,79.0,2.0,39.5,1.64743841,1.384631187,0.729672539,3.186067762,-2.102757514,-0.060813116,-0.272442232,0.491270684,4.109984367,-1.983142721,4.93924896,9.75475982,1.169875135
kimi-version,EC,moonshotai__kimi-k2.5,016,B,17.0,6.0,4.878505,41.0,0.045594,0.511932,0.372727,6.0,1.0,1.62766,110.0,3.0,36.666667,5.735825795,1.384631187,0.981340228,2.164728521,-2.40949117,0.050853334,0.26677561,1.632345359,0.552788273,-1.977481001,7.913729071,19.608052568,0.897247279
kimi-version,EC,moonshotai__kimi-k2.5,017,A,14.0,5.0,3.539474,18.0,0.046572,0.542537,0.4,5.0,0.0,1.479452,80.0,4.0,20.0,4.37303,0.516414992,-0.275548928,-0.184351733,-2.388485252,0.303649524,0.52811961,1.251987134,-0.632943758,-2.017243697,5.035199931,29.461345316,-0.706446214
kimi-version,EC,moonshotai__kimi-k2.5,018,B,6.0,4.0,3.476923,21.0,0.053491,0.412037,0.455882,6.0,3.0,1.38806,68.0,3.0,22.666667,0.73890788,-0.351801202,-0.334262785,0.122050039,-2.239875899,-0.774275742,1.063609853,1.632345359,2.924252336,-2.041763239,3.883788276,19.608052568,-0.449855228
kimi-version,EC,moonshotai__kimi-k2.5,019,B,15.0,6.0,4.746032,37.0,0.075334,0.552778,0.292308,6.0,1.0,1.315789,65.0,2.0,32.5,4.827295265,1.384631187,0.856993684,1.756192825,-1.770722252,0.388239812,-0.503840865,1.632345359,0.552788273,-2.061152812,3.595935362,9.75475982,0.496323882
kimi-version,EC,moonshotai__kimi-k2.5,020,A,13.0,5.0,3.28169,22.0,0.046221,0.4675,0.373333,0.0,0.0,1.770492,75.0,4.0,18.75,3.918764735,0.516414992,-0.517519364,0.224183963,-2.396024185,-0.316153374,0.272582616,-0.649803992,-0.632943758,-1.939160631,4.555445075,29.461345316,-0.826723223
kimi-version,EC,moonshotai__kimi-k2.5,021,B,18.0,5.0,4.307692,30.0,0.047337,0.525,0.329787,8.0,1.0,1.641026,94.0,3.0,31.333333,6.19009106,0.516414992,0.445543319,1.041255356,-2.372054242,0.15879454,-0.144697691,2.39306181,0.552788273,-1.97389504,6.37851353,19.608052568,0.384065307
kimi-version,EC,moonshotai__kimi-k2.5,022,B,9.0,5.0,5.135593,30.0,0.087044,0.536275,0.377049,5.0,2.0,1.085366,61.0,2.0,30.5,2.101703675,0.516414992,1.222657359,1.041255356,-1.519209676,0.251925631,0.308191251,1.251987134,1.738520305,-2.122972954,3.212131476,9.75475982,0.303880666
kimi-version,EC,moonshotai__kimi-k2.5,023,B,12.0,6.0,2.926471,18.0,0.043036,0.481746,0.39726,5.0,1.0,1.081395,73.0,5.0,14.6,3.46449947,1.384631187,-0.850947723,-0.184351733,-2.464433029,-0.198481931,0.501863512,1.251987134,0.552788273,-2.124038333,4.363543132,39.314638064,-1.226042895
kimi-version,EC,moonshotai__kimi-k2.5,024,A,15.0,5.0,4.879518,47.0,0.058789,0.403731,0.267442,3.0,1.0,1.535211,86.0,3.0,28.666667,4.827295265,0.516414992,0.982291086,2.777532066,-2.126083104,-0.842883001,-0.742119745,0.491270684,0.552788273,-2.002284126,5.610905759,19.608052568,0.127474418
kimi-version,EC,moonshotai__kimi-k2.5,025,C,5.0,4.0,2.907407,15.0,0.053841,0.476042,0.385965,1.0,0.0,1.216667,57.0,3.0,19.0,0.284642615,-0.351801202,-0.868842256,-0.490753505,-2.232358444,-0.245596764,0.393628977,-0.269445767,-0.632943758,-2.087746234,2.828327591,19.608052568,-0.802667821
kimi-version,EC,moonshotai__kimi-k2.5,026,A,12.0,4.0,3.365079,27.0,0.053414,0.514,0.333333,6.0,2.0,1.42623,66.0,3.0,22.0,3.46449947,-0.351801202,-0.439245799,0.734853584,-2.241529739,0.067934939,-0.110718084,1.632345359,1.738520305,-2.031522617,3.691886333,19.608052568,-0.514002998
kimi-version,EC,moonshotai__kimi-k2.5,027,C,13.0,5.0,4.626667,22.0,0.061689,0.364394,0.384615,3.0,5.0,1.734375,78.0,3.0,26.0,3.918764735,0.516414992,0.744951039,0.224183963,-2.063795617,-1.167805194,0.380692578,0.491270684,5.295716399,-1.948850454,4.843297989,19.608052568,-0.129116568
kimi-version,EC,moonshotai__kimi-k2.5,028,A,10.0,5.0,3.089552,15.0,0.046113,0.574561,0.457143,3.0,3.0,1.246753,70.0,3.0,23.333333,2.55596894,0.516414992,-0.697870804,-0.490753505,-2.398343857,0.568166602,1.075693408,0.491270684,2.924252336,-2.079674467,4.075690218,19.608052568,-0.385707554
kimi-version,EC,moonshotai__kimi-k2.5,029,A,9.0,6.0,4.984615,26.0,0.076686,0.455455,0.447761,0.0,2.0,1.432836,67.0,2.0,33.5,2.101703675,1.384631187,1.08094099,0.63271966,-1.741683396,-0.415644637,0.985790229,-0.649803992,1.738520305,-2.029750295,3.787837304,9.75475982,0.592545489
kimi-version,EC,moonshotai__kimi-k2.5,030,C,12.0,4.0,3.178571,22.0,0.03784,0.582667,0.295455,2.0,2.0,1.385542,88.0,4.0,22.0,3.46449947,-0.351801202,-0.614312607,0.224183963,-2.576035023,0.635121868,-0.473684682,0.110912458,1.738520305,-2.042438793,5.802807702,29.461345316,-0.514002998
kimi-version,EC,moonshotai__kimi-k2.5,031,C,15.0,5.0,4.150538,33.0,0.044629,0.472727,0.34375,2.0,1.0,1.9,96.0,3.0,32.0,4.827295265,0.516414992,0.298029813,1.347657129,-2.430217868,-0.272978544,-0.010896999,0.110912458,0.552788273,-1.904414955,6.570415472,19.608052568,0.448213078
kimi-version,EC,moonshotai__kimi-k2.5,032,A,10.0,6.0,4.702703,43.0,0.06355,0.47377,0.394737,0.0,4.0,1.770492,76.0,2.0,38.0,2.55596894,1.384631187,0.816322668,2.36899637,-2.023824233,-0.264363402,0.477686821,-0.649803992,4.109984367,-1.939160631,4.651396046,9.75475982,1.025542724
kimi-version,EC,moonshotai__kimi-k2.5,033,A,14.0,5.0,4.157895,41.0,0.054709,0.465574,0.303797,9.0,3.0,1.565217,79.0,3.0,26.333333,4.37303,0.516414992,0.304935503,2.164728521,-2.213715155,-0.332062064,-0.393747321,2.773420035,2.924252336,-1.994233822,4.93924896,19.608052568,-0.097042731
kimi-version,EC,moonshotai__kimi-k2.5,034,C,14.0,5.0,3.707692,28.0,0.057041,0.325,0.397059,2.0,3.0,1.690909,68.0,3.0,22.666667,4.37303,0.516414992,-0.117650134,0.836987508,-2.163627424,-1.493198205,0.499937426,0.110912458,2.924252336,-1.960511939,3.883788276,19.608052568,-0.449855228
kimi-version,EC,moonshotai__kimi-k2.5,035,C,10.0,4.0,3.411765,20.0,0.040138,0.528571,0.370787,2.0,1.0,1.364706,89.0,4.0,22.25,2.55596894,-0.351801202,-0.395423716,0.019916115,-2.526677559,0.18829087,0.248185526,0.110912458,0.552788273,-2.048028879,5.898758673,29.461345316,-0.489947597
kimi-version,EC,moonshotai__kimi-k2.5,036,A,10.0,6.0,4.360656,34.0,0.071486,0.418627,0.349206,6.0,3.0,1.369231,63.0,2.0,31.5,2.55596894,1.384631187,0.495258283,1.449791053,-1.853371304,-0.719842581,0.041385216,1.632345359,2.924252336,-2.046814868,3.404033419,9.75475982,0.400102274
kimi-version,EC,moonshotai__kimi-k2.5,037,B,20.0,7.0,5.132743,40.0,0.045423,0.463776,0.410256,12.0,5.0,1.73913,117.0,4.0,29.25,7.09862159,2.252847381,1.21998219,2.062594597,-2.413163984,-0.346913479,0.62639791,3.91449471,5.295716399,-1.947574736,8.58538587,29.461345316,0.183603657
kimi-version,EC,moonshotai__kimi-k2.5,038,C,11.0,6.0,3.966667,22.0,0.044074,0.561688,0.393617,0.0,6.0,1.5625,94.0,4.0,23.5,3.010234205,1.384631187,0.12543824,0.224183963,-2.442138404,0.461836089,0.466954401,-0.649803992,6.48144843,-1.994962765,6.37851353,29.461345316,-0.369670587
kimi-version,EC,moonshotai__kimi-k2.5,039,B,16.0,4.0,3.949367,23.0,0.049992,0.470455,0.337349,2.0,0.0,1.73913,83.0,4.0,20.75,5.28156053,-0.351801202,0.109199495,0.326317888,-2.315028974,-0.291745181,-0.072234694,0.110912458,-0.632943758,-1.947574736,5.323052845,29.461345316,-0.634280008
kimi-version,EC,moonshotai__kimi-k2.5,040,C,17.0,6.0,5.5,49.0,0.057292,0.558434,0.326531,10.0,4.0,1.56044,98.0,2.0,49.0,5.735825795,1.384631187,1.564710087,2.981799914,-2.158236335,0.434958167,-0.175898368,3.15377826,4.109984367,-1.995515442,6.762317415,9.75475982,2.083980408
kimi-version,EC,moonshotai__kimi-k2.5,041,A,18.0,5.0,3.586957,27.0,0.038989,0.395122,0.34375,3.0,1.0,1.721519,96.0,4.0,24.0,6.19009106,0.516414992,-0.230978737,0.734853584,-2.551356291,-0.913993029,-0.010896999,0.491270684,0.552788273,-1.952299588,6.570415472,29.461345316,-0.321559783
kimi-version,EC,moonshotai__kimi-k2.5,042,C,16.0,4.0,3.209877,15.0,0.039628,0.421014,0.383721,3.0,1.0,1.512821,86.0,5.0,17.2,5.28156053,-0.351801202,-0.58492705,-0.490753505,-2.537631565,-0.700126048,0.372125808,0.491270684,0.552788273,-2.008291134,5.610905759,39.314638064,-0.975866715
kimi-version,EC,moonshotai__kimi-k2.5,043,B,7.0,5.0,4.131579,33.0,0.054363,0.60614,0.367089,1.0,4.0,1.086957,79.0,3.0,26.333333,1.193173145,0.516414992,0.280233838,1.347657129,-2.221146696,0.829007996,0.212749377,-0.269445767,4.109984367,-2.122546105,4.93924896,19.608052568,-0.097042731
kimi-version,EC,moonshotai__kimi-k2.5,044,A,15.0,6.0,3.266667,26.0,0.043556,0.558197,0.371795,7.0,0.0,1.766667,78.0,3.0,26.0,4.827295265,1.384631187,-0.531620789,0.63271966,-2.453264238,0.433000556,0.257844704,2.012703584,-0.632943758,-1.94018684,4.843297989,19.608052568,-0.129116568
kimi-version,EC,moonshotai__kimi-k2.5,045,A,17.0,6.0,6.019608,82.0,0.059016,0.546835,0.336538,1.0,2.0,1.405941,104.0,2.0,52.0,5.735825795,1.384631187,2.052443127,6.35221941,-2.121207497,0.339150848,-0.080006116,-0.269445767,1.738520305,-2.036965949,7.338023243,9.75475982,2.372645231
kimi-version,EC,moonshotai__kimi-k2.5,046,A,11.0,6.0,4.925373,26.0,0.073513,0.433654,0.26087,3.0,2.0,1.279412,69.0,2.0,34.5,3.010234205,1.384631187,1.025333146,0.63271966,-1.809834498,-0.595720106,-0.80509605,0.491270684,1.738520305,-2.07091239,3.979739247,9.75475982,0.688767097
kimi-version,EC,moonshotai__kimi-k2.5,047,B,11.0,5.0,4.2,28.0,0.064615,0.569828,0.338235,10.0,0.0,1.246914,68.0,3.0,22.666667,3.010234205,0.516414992,0.344457604,0.836987508,-2.000949691,0.529072194,-0.063744583,3.15377826,-0.632943758,-2.079631272,3.883788276,19.608052568,-0.449855228
kimi-version,EC,moonshotai__kimi-k2.5,048,B,12.0,6.0,3.288136,16.0,0.055731,0.5,0.370968,2.0,1.0,1.363636,62.0,3.0,20.666667,3.46449947,1.384631187,-0.511468789,-0.388619581,-2.191764185,-0.047704553,0.249919962,0.110912458,0.552788273,-2.048315949,3.308082448,19.608052568,-0.642298443
kimi-version,EC,moonshotai__kimi-k2.5,049,B,11.0,5.0,4.592593,31.0,0.056699,0.482576,0.301205,0.0,4.0,1.474359,83.0,2.0,41.5,3.010234205,0.516414992,0.712967283,1.14338928,-2.170973052,-0.191626161,-0.418585206,-0.649803992,4.109984367,-2.018610097,5.323052845,9.75475982,1.36231835
kimi-version,EC,moonshotai__kimi-k2.5,050,B,12.0,6.0,4.0125,30.0,0.050156,0.560169,0.341463,5.0,3.0,1.617647,82.0,2.0,41.0,3.46449947,1.384631187,0.168459649,1.041255356,-2.311506509,0.449289204,-0.032812217,1.251987134,2.924252336,-1.980167387,5.227101874,9.75475982,1.314207547
kimi-version,EC,moonshotai__kimi-k2.5,051,A,12.0,6.0,4.132353,28.0,0.06077,0.452586,0.257143,0.0,0.0,1.373134,70.0,2.0,35.0,3.46449947,1.384631187,0.280960358,0.836987508,-2.083534307,-0.439342473,-0.840810093,-0.649803992,-0.632943758,-2.045767733,4.075690218,9.75475982,0.736877901
kimi-version,EC,moonshotai__kimi-k2.5,052,B,11.0,7.0,3.532258,34.0,0.056972,0.519811,0.40625,7.0,0.0,1.373134,64.0,2.0,32.0,3.010234205,2.252847381,-0.282322268,1.449791053,-2.165109437,0.115933588,0.588010345,2.012703584,-0.632943758,-2.045767733,3.49998439,9.75475982,0.448213078
kimi-version,EC,moonshotai__kimi-k2.5,053,C,10.0,5.0,2.655172,16.0,0.045779,0.526923,0.419355,0.0,4.0,1.644068,62.0,4.0,15.5,2.55596894,0.516414992,-1.105604091,-0.388619581,-2.405517658,0.17467845,0.713589236,-0.649803992,4.109984367,-1.973078902,3.308082448,29.461345316,-1.139443448
kimi-version,EC,moonshotai__kimi-k2.5,054,B,18.0,6.0,3.885417,32.0,0.040473,0.424324,0.24,2.0,4.0,1.422222,100.0,4.0,25.0,6.19009106,1.384631187,0.04917246,1.245523204,-2.51948228,-0.672785568,-1.00508319,0.110912458,4.109984367,-2.032597923,6.954219358,29.461345316,-0.225338176
kimi-version,EC,moonshotai__kimi-k2.5,055,C,12.0,6.0,4.531646,25.0,0.057363,0.524219,0.390244,4.0,4.0,1.507463,82.0,3.0,27.333333,3.46449947,1.384631187,0.655759031,0.530585736,-2.156711365,0.152343508,0.434632569,0.871628909,4.109984367,-2.009728631,5.227101874,19.608052568,-0.000821123
kimi-version,EC,moonshotai__kimi-k2.5,056,C,8.0,4.0,3.785714,24.0,0.054082,0.411607,0.424658,1.0,1.0,0.974684,73.0,3.0,24.333333,1.64743841,-0.351801202,-0.044414335,0.428451812,-2.227182139,-0.777827527,0.764405327,-0.269445767,0.552788273,-2.152667806,4.363543132,19.608052568,-0.289485946
kimi-version,EC,moonshotai__kimi-k2.5,057,B,11.0,5.0,5.138889,26.0,0.071373,0.550794,0.426667,6.0,2.0,1.84127,75.0,3.0,25.0,3.010234205,0.516414992,1.225751168,0.63271966,-1.855798368,0.371852044,0.783656604,1.632345359,1.738520305,-1.920171615,4.555445075,19.608052568,-0.225338176
kimi-version,EC,moonshotai__kimi-k2.5,058,B,11.0,7.0,4.893333,48.0,0.065244,0.500769,0.415584,8.0,4.0,1.651515,77.0,2.0,38.5,3.010234205,2.252847381,0.995258615,2.87966599,-1.98743975,-0.041352641,0.677453563,2.39306181,4.109984367,-1.971080948,4.747347017,9.75475982,1.073653528
kimi-version,EC,moonshotai__kimi-k2.5,059,B,9.0,5.0,4.613333,45.0,0.061511,0.408462,0.480519,1.0,3.0,1.472973,77.0,2.0,38.5,2.101703675,0.516414992,0.732435003,2.573264218,-2.06761878,-0.803805113,1.299694337,-0.269445767,2.924252336,-2.018981947,4.747347017,9.75475982,1.073653528
kimi-version,EC,moonshotai__kimi-k2.5,060,A,8.0,5.0,5.066667,36.0,0.112593,0.563158,0.434783,7.0,0.0,1.4,46.0,1.0,46.0,1.64743841,0.516414992,1.157959572,1.654058901,-0.970456916,0.473978236,0.861428316,2.012703584,-0.632943758,-2.038559859,1.772866907,-0.098532927,1.795315585
kimi-version,EC,moonshotai__kimi-k2.5,061,A,14.0,6.0,3.578125,15.0,0.055908,0.504464,0.298507,3.0,1.0,1.239437,67.0,3.0,22.333333,4.37303,1.384631187,-0.239268945,-0.490753505,-2.187962501,-0.010832075,-0.444438839,0.491270684,0.552788273,-2.081637275,3.787837304,19.608052568,-0.481929161
kimi-version,EC,moonshotai__kimi-k2.5,062,A,15.0,6.0,4.618421,32.0,0.060769,0.425781,0.3125,6.0,1.0,1.686567,80.0,4.0,20.0,4.827295265,1.384631187,0.737210884,1.245523204,-2.083555786,-0.660750801,-0.310350671,1.632345359,0.552788273,-1.961676853,5.035199931,29.461345316,-0.706446214
kimi-version,EC,moonshotai__kimi-k2.5,063,B,13.0,6.0,3.831169,28.0,0.049755,0.520492,0.3125,6.0,1.0,1.472973,80.0,3.0,26.666667,3.918764735,1.384631187,-0.001747738,0.836987508,-2.320119365,0.121558623,-0.310350671,1.632345359,0.552788273,-2.018981947,5.035199931,19.608052568,-0.064968797
kimi-version,EC,moonshotai__kimi-k2.5,064,A,9.0,8.0,4.597701,34.0,0.052847,0.527941,0.337079,8.0,0.0,1.353659,89.0,2.0,44.5,2.101703675,3.121063576,0.717761937,1.449791053,-2.253708017,0.183087093,-0.074821974,2.39306181,-0.632943758,-2.050992677,5.898758673,9.75475982,1.650983173
kimi-version,EC,moonshotai__kimi-k2.5,065,C,11.0,5.0,4.296875,33.0,0.067139,0.452885,0.363636,0.0,1.0,1.344262,66.0,2.0,33.0,3.010234205,0.516414992,0.43538988,1.347657129,-1.946738099,-0.436872744,0.179660944,-0.649803992,0.552788273,-2.053513796,3.691886333,9.75475982,0.544434686
kimi-version,EC,moonshotai__kimi-k2.5,066,A,9.0,7.0,7.857143,48.0,0.16035,0.461628,0.38,6.0,1.0,1.381818,50.0,1.0,50.0,2.101703675,2.252847381,3.777255932,2.87966599,0.055289123,-0.364655881,0.33646926,1.632345359,0.552788273,-2.043437904,2.156670792,-0.098532927,2.180202015
kimi-version,EC,moonshotai__kimi-k2.5,067,C,12.0,5.0,3.182927,16.0,0.038816,0.45,0.423529,8.0,3.0,1.701493,85.0,3.0,28.333333,3.46449947,0.516414992,-0.610223822,-0.388619581,-2.555072061,-0.460702739,0.753586664,2.39306181,2.924252336,-1.95767236,5.514954788,19.608052568,0.095400484
kimi-version,EC,moonshotai__kimi-k2.5,068,B,10.0,7.0,3.804878,30.0,0.046401,0.493571,0.447059,2.0,0.0,1.704225,85.0,3.0,28.333333,2.55596894,2.252847381,-0.026425936,1.041255356,-2.392158066,-0.10080786,0.979063301,0.110912458,-0.632943758,-1.956939392,5.514954788,19.608052568,0.095400484
kimi-version,EC,moonshotai__kimi-k2.5,069,B,12.0,6.0,3.821918,24.0,0.052355,0.577119,0.407895,3.0,2.0,1.122449,76.0,3.0,25.333333,3.46449947,1.384631187,-0.010431242,0.428451812,-2.264275411,0.589295589,0.603773586,0.491270684,1.738520305,-2.113023963,4.651396046,19.608052568,-0.193264338
kimi-version,EC,moonshotai__kimi-k2.5,070,A,23.0,5.0,4.204301,35.0,0.045208,0.452976,0.360825,9.0,4.0,1.39604,97.0,4.0,24.25,8.461417384,0.516414992,0.348494762,1.551924977,-2.417781849,-0.436121087,0.152724487,2.773420035,4.109984367,-2.039622286,6.666366444,29.461345316,-0.297504381
kimi-version,EC,moonshotai__kimi-k2.5,071,A,14.0,9.0,4.871795,39.0,0.062459,0.465909,0.35,8.0,1.0,1.382716,80.0,2.0,40.0,4.37303,3.98927977,0.975041847,1.960460673,-2.047257216,-0.329294976,0.048993735,2.39306181,0.552788273,-2.04319698,5.035199931,9.75475982,1.217985939
kimi-version,EC,moonshotai__kimi-k2.5,072,B,12.0,8.0,5.564516,35.0,0.08975,0.418868,0.328125,8.0,1.0,1.358209,64.0,2.0,32.0,3.46449947,3.121063576,1.625268402,1.551924977,-1.461089007,-0.71785193,-0.160623835,2.39306181,0.552788273,-2.049771958,3.49998439,9.75475982,0.448213078
kimi-version,EC,moonshotai__kimi-k2.5,073,C,15.0,5.0,3.555556,24.0,0.043896,0.493478,0.317647,6.0,1.0,1.630137,85.0,4.0,21.25,4.827295265,0.516414992,-0.260453467,0.428451812,-2.445961567,-0.101576037,-0.261029454,1.632345359,0.552788273,-1.976816447,5.514954788,29.461345316,-0.586169204
kimi-version,EC,moonshotai__kimi-k2.5,074,A,19.0,6.0,4.325843,27.0,0.048605,0.419737,0.333333,5.0,0.0,1.630952,93.0,4.0,23.25,6.644356325,1.384631187,0.46258086,0.734853584,-2.344819575,-0.710674022,-0.110718084,1.251987134,-0.632943758,-1.976597791,6.282562558,29.461345316,-0.393725989
kimi-version,EC,moonshotai__kimi-k2.5,075,A,14.0,6.0,3.726027,25.0,0.051041,0.512931,0.289474,0.0,4.0,1.68254,76.0,3.0,25.333333,4.37303,1.384631187,-0.100439881,0.530585736,-2.292498086,0.059105038,-0.530997719,-0.649803992,4.109984367,-1.962757256,4.651396046,19.608052568,-0.193264338
kimi-version,EC,moonshotai__kimi-k2.5,076,C,11.0,6.0,4.112676,30.0,0.057925,0.573333,0.410959,3.0,1.0,1.463768,73.0,2.0,36.5,3.010234205,1.384631187,0.262490428,1.041255356,-2.14464048,0.558023367,0.633134419,0.491270684,0.552788273,-2.021451554,4.363543132,9.75475982,0.881210312
kimi-version,EC,moonshotai__kimi-k2.5,077,B,15.0,5.0,3.911765,30.0,0.057526,0.544643,0.328571,20.0,5.0,1.877193,70.0,2.0,35.0,4.827295265,0.516414992,0.073904162,1.041255356,-2.153210379,0.321045007,-0.156350032,6.957360512,5.295716399,-1.910533841,4.075690218,9.75475982,0.736877901
kimi-version,EC,moonshotai__kimi-k2.5,078,C,11.0,5.0,4.076087,33.0,0.044305,0.413158,0.347368,2.0,5.0,1.571429,95.0,3.0,31.666667,3.010234205,0.516414992,0.228145953,1.347657129,-2.437176884,-0.765016323,0.023772549,0.110912458,5.295716399,-1.992567205,6.474464501,19.608052568,0.416139241
kimi-version,EC,moonshotai__kimi-k2.5,079,C,16.0,5.0,3.247059,21.0,0.038201,0.497973,0.348315,7.0,1.0,1.724638,89.0,4.0,22.25,5.28156053,0.516414992,-0.550025951,0.122050039,-2.568281304,-0.0644475,0.032847193,2.012703584,0.552788273,-1.951462792,5.898758673,29.461345316,-0.489947597
kimi-version,EC,moonshotai__kimi-k2.5,080,B,11.0,8.0,5.413333,34.0,0.072178,0.6,0.402597,6.0,1.0,1.966667,77.0,2.0,38.5,3.010234205,3.121063576,1.483359608,1.449791053,-1.838508221,0.778291819,0.553005408,1.632345359,0.552788273,-1.886528878,4.747347017,9.75475982,1.073653528
kimi-version,EC,moonshotai__kimi-k2.5,081,C,11.0,7.0,4.547619,32.0,0.054138,0.461806,0.436782,3.0,4.0,1.90625,87.0,3.0,29.0,3.010234205,2.252847381,0.670752179,1.245523204,-2.225979346,-0.363185608,0.880583769,0.491270684,4.109984367,-1.902738144,5.706856731,19.608052568,0.159548255
kimi-version,EC,moonshotai__kimi-k2.5,082,A,10.0,6.0,4.983333,32.0,0.083056,0.45098,0.354839,0.0,5.0,0.928571,62.0,2.0,31.0,2.55596894,1.384631187,1.079737633,1.245523204,-1.604865709,-0.452607975,0.095363537,-0.649803992,5.295716399,-2.165039454,3.308082448,9.75475982,0.35199147
kimi-version,EC,moonshotai__kimi-k2.5,083,A,8.0,4.0,3.818182,19.0,0.057851,0.477193,0.42029,2.0,0.0,1.328571,69.0,3.0,23.0,1.64743841,-0.351801202,-0.01393806,-0.082217809,-2.146229884,-0.236089546,0.72254889,0.110912458,-0.632943758,-2.057723531,3.979739247,19.608052568,-0.417781391
kimi-version,EC,moonshotai__kimi-k2.5,084,A,11.0,8.0,5.176471,37.0,0.076125,0.394262,0.385714,0.0,4.0,1.310811,70.0,2.0,35.0,3.010234205,3.121063576,1.261027729,1.756192825,-1.753732803,-0.921096597,0.391223765,-0.649803992,4.109984367,-2.062488358,4.075690218,9.75475982,0.736877901
kimi-version,EC,moonshotai__kimi-k2.5,085,C,14.0,5.0,6.038961,38.0,0.078428,0.475424,0.329114,4.0,1.0,1.39726,79.0,2.0,39.5,4.37303,0.516414992,2.070608932,1.858326749,-1.704267947,-0.250701422,-0.151146725,0.871628909,0.552788273,-2.039294973,4.93924896,9.75475982,1.169875135
kimi-version,EC,moonshotai__kimi-k2.5,086,A,9.0,5.0,4.166667,26.0,0.063131,0.547368,0.470588,1.0,2.0,1.553846,68.0,2.0,34.0,2.101703675,0.516414992,0.313169391,0.63271966,-2.032823701,0.343553408,1.204530356,-0.269445767,1.738520305,-1.997284545,3.883788276,9.75475982,0.640656293
kimi-version,EC,moonshotai__kimi-k2.5,087,A,21.0,5.0,3.684783,24.0,0.040052,0.434568,0.3125,9.0,4.0,1.31068,96.0,4.0,24.0,7.552886855,0.516414992,-0.139153799,0.428451812,-2.528524705,-0.5881705,-0.310350671,2.773420035,4.109984367,-2.062523504,6.570415472,29.461345316,-0.321559783
kimi-version,EC,moonshotai__kimi-k2.5,088,A,9.0,5.0,5.847458,33.0,0.099109,0.476531,0.360656,0.0,1.0,1.196721,61.0,2.0,30.5,2.101703675,0.516414992,1.890853539,1.347657129,-1.260072252,-0.241557642,0.151105042,-0.649803992,0.552788273,-2.093097542,3.212131476,9.75475982,0.303880666
kimi-version,EC,moonshotai__kimi-k2.5,089,C,10.0,6.0,4.407407,35.0,0.054412,0.420769,0.325301,0.0,5.0,1.168675,83.0,2.0,41.5,2.55596894,1.384631187,0.539141378,1.551924977,-2.220094253,-0.702149739,-0.187684865,-0.649803992,5.295716399,-2.100621998,5.323052845,9.75475982,1.36231835
kimi-version,EC,moonshotai__kimi-k2.5,090,A,10.0,6.0,3.426667,16.0,0.045689,0.531538,0.410256,5.0,1.0,1.803279,78.0,3.0,26.0,2.55596894,1.384631187,-0.381435868,-0.388619581,-2.407450717,0.212798183,0.62639791,1.251987134,0.552788273,-1.930364213,4.843297989,19.608052568,-0.129116568
kimi-version,EC,moonshotai__kimi-k2.5,091,A,13.0,6.0,3.757576,24.0,0.056933,0.437273,0.405797,3.0,1.0,1.28,69.0,3.0,23.0,3.918764735,1.384631187,-0.070826231,0.428451812,-2.165947096,-0.565827298,0.583669464,0.491270684,0.552788273,-2.070754636,3.979739247,19.608052568,-0.417781391
kimi-version,EC,moonshotai__kimi-k2.5,092,C,9.0,6.0,4.912281,36.0,0.08618,0.589362,0.344828,9.0,1.0,1.490566,58.0,1.0,58.0,2.101703675,1.384631187,1.013044264,1.654058901,-1.537767051,0.690422325,-0.000567045,2.773420035,0.552788273,-2.014261924,2.924278563,-0.098532927,2.949974877
kimi-version,EC,moonshotai__kimi-k2.5,093,A,9.0,6.0,4.6,39.0,0.061333,0.522951,0.428571,0.0,1.0,1.741935,77.0,2.0,38.5,2.101703675,1.384631187,0.719919906,1.960460673,-2.071441943,0.141869874,0.801901718,-0.649803992,0.552788273,-1.946822183,4.747347017,9.75475982,1.073653528
kimi-version,EC,moonshotai__kimi-k2.5,094,B,15.0,8.0,5.173469,51.0,0.052791,0.410714,0.36,7.0,3.0,1.635294,100.0,2.0,50.0,4.827295265,3.121063576,1.258209884,3.186067762,-2.25491081,-0.785203674,0.14481891,2.012703584,2.924252336,-1.975432877,6.954219358,9.75475982,2.180202015
