version,direction,model,id,top_candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
kimi-version,CE,google__gemini-3-flash-preview,098,C,16.0,6.0,3.873684,37.0,0.040776,0.658333,0.418367,9.0,1.0,0.58042,98.0,3.0,32.666667,5.694787373,0.343622301,0.627252027,1.280390539,-1.881823285,0.337274857,-0.636936006,2.104887524,0.180993771,-1.847131337,4.902170849,6.149075968,0.280850252
kimi-version,CE,google__gemini-3-flash-preview,099,B,7.0,7.0,3.362069,32.0,0.057967,0.501786,0.466667,0.0,2.0,0.589474,60.0,2.0,30.0,1.552253478,0.895892151,-0.14102719,0.853297575,-1.540615124,-0.769835822,-0.224797202,-0.849663104,0.933253835,-1.841594414,2.135470434,2.955746113,0.068632329
kimi-version,CE,google__gemini-3-flash-preview,100,B,6.0,11.0,3.16,38.0,0.0632,0.609259,0.568627,6.0,0.0,0.631579,51.0,1.0,51.0,1.091971935,3.104971552,-0.444469062,1.365809131,-1.436750177,-0.009779698,0.645216719,1.120037315,-0.571266292,-1.815845339,1.480199283,-0.237583741,1.739848262
kimi-version,CE,google__gemini-3-flash-preview,101,B,15.0,11.0,3.195312,43.0,0.024963,0.620896,0.401515,9.0,0.0,0.647436,132.0,4.0,33.0,5.234505829,3.104971552,-0.39144193,1.792902095,-2.195680806,0.072517931,-0.780732344,2.104887524,-0.571266292,-1.806148079,7.377639641,9.342405822,0.307377462
kimi-version,CE,google__gemini-3-flash-preview,102,B,6.0,6.0,3.507692,28.0,0.053964,0.5125,0.641791,8.0,1.0,0.666667,67.0,2.0,33.5,1.091971935,0.343622301,0.077651161,0.511623203,-1.620066946,-0.694065709,1.269517411,1.776604121,0.180993771,-1.79438747,2.645125774,2.955746113,0.347168318
kimi-version,CE,google__gemini-3-flash-preview,103,A,6.0,5.0,3.09434,17.0,0.058384,0.660345,0.454545,0.0,3.0,0.538462,55.0,2.0,27.5,1.091971935,-0.208647549,-0.543069012,-0.427981317,-1.532338479,0.351503854,-0.328232949,-0.849663104,1.685513898,-1.872790516,1.771430906,2.955746113,-0.130321949
kimi-version,CE,google__gemini-3-flash-preview,104,C,10.0,4.0,3.317647,19.0,0.039031,0.494565,0.449438,3.0,0.0,0.596639,89.0,4.0,22.25,2.93309811,-0.7609174,-0.207734576,-0.257144132,-1.916458166,-0.820903209,-0.371810441,0.135187105,-0.571266292,-1.837212699,4.246899698,9.342405822,-0.548125932
kimi-version,CE,google__gemini-3-flash-preview,105,B,16.0,6.0,4.180328,37.0,0.034265,0.499296,0.376,12.0,4.0,0.777778,125.0,3.0,41.666667,5.694787373,0.343622301,1.087731513,1.280390539,-2.011054065,-0.787445266,-0.998449146,3.089737734,2.437773962,-1.726438163,6.867984302,6.149075968,0.997085651
kimi-version,CE,google__gemini-3-flash-preview,106,A,8.0,6.0,4.09434,23.0,0.077252,0.533333,0.381818,5.0,0.0,0.69863,55.0,2.0,27.5,2.012535022,0.343622301,0.958605523,0.084530239,-1.157845106,-0.546733363,-0.948804766,0.791753912,-0.571266292,-1.774840677,1.771430906,2.955746113,-0.130321949
kimi-version,CE,google__gemini-3-flash-preview,107,B,9.0,7.0,3.216667,18.0,0.053611,0.57037,0.380952,3.0,5.0,0.630435,63.0,3.0,21.0,2.472816566,0.895892151,-0.359373671,-0.342562725,-1.627073314,-0.284805264,-0.956194253,0.135187105,3.190034025,-1.816544945,2.353894151,6.149075968,-0.647603071
kimi-version,CE,google__gemini-3-flash-preview,108,A,11.0,9.0,3.431818,38.0,0.038998,0.823529,0.582418,9.0,1.0,0.630769,91.0,3.0,30.333333,3.393379654,2.000431852,-0.036286893,1.365809131,-1.917113152,1.505551833,0.762893867,2.104887524,0.180993771,-1.816340689,4.392515509,6.149075968,0.095159539
kimi-version,CE,google__gemini-3-flash-preview,109,B,8.0,8.0,3.444444,30.0,0.054674,0.671667,0.538462,6.0,7.0,0.462185,65.0,2.0,32.5,2.012535022,1.448162002,-0.01732675,0.682460389,-1.605974817,0.431573782,0.387821957,1.120037315,4.694554152,-1.919437286,2.499509963,2.955746113,0.267586606
kimi-version,CE,google__gemini-3-flash-preview,110,B,10.0,6.0,3.531915,25.0,0.037574,0.720833,0.536082,3.0,4.0,0.717949,97.0,3.0,32.333333,2.93309811,0.343622301,0.114026223,0.255367425,-1.945376803,0.779278968,0.367513668,0.135187105,2.437773962,-1.763026251,4.829362943,6.149075968,0.254322961
kimi-version,CE,google__gemini-3-flash-preview,111,A,9.0,6.0,4.060976,34.0,0.049524,0.560714,0.47619,9.0,0.0,0.688073,84.0,2.0,42.0,2.472816566,0.343622301,0.908503654,1.02413476,-1.708192374,-0.353093131,-0.143538448,2.104887524,-0.571266292,-1.781296751,3.88286017,2.955746113,1.023612862
kimi-version,CE,google__gemini-3-flash-preview,112,A,9.0,7.0,3.4,27.0,0.048571,0.532927,0.513889,6.0,0.0,0.530973,72.0,2.0,36.0,2.472816566,0.895892151,-0.084067173,0.426204611,-1.727107584,-0.549604622,0.178143141,1.120037315,-0.571266292,-1.877370372,3.009165302,2.955746113,0.546122595
kimi-version,CE,google__gemini-3-flash-preview,113,C,13.0,5.0,4.144578,29.0,0.049935,0.55,0.430233,7.0,3.0,0.521429,86.0,3.0,28.666667,4.313942741,-0.208647549,1.034046648,0.597041796,-1.700034817,-0.428863243,-0.53568468,1.448320718,1.685513898,-1.883206951,4.028475981,6.149075968,-0.037476593
kimi-version,CE,google__gemini-3-flash-preview,114,C,11.0,5.0,3.483871,22.0,0.037461,0.52875,0.44898,8.0,9.0,0.652174,98.0,5.0,19.6,3.393379654,-0.208647549,0.041879772,-0.000888353,-1.947619635,-0.579144641,-0.375718507,1.776604121,6.199074279,-1.803250582,4.902170849,12.535735676,-0.759017467
kimi-version,CE,google__gemini-3-flash-preview,115,A,12.0,5.0,3.388889,23.0,0.047068,0.373256,0.407895,4.0,2.0,0.553571,76.0,4.0,19.0,3.853661197,-0.208647549,-0.100752279,0.084530239,-1.756939232,-1.678808435,-0.726292477,0.463470509,0.933253835,-1.863550692,3.300396925,9.342405822,-0.806766493
kimi-version,CE,google__gemini-3-flash-preview,116,B,11.0,5.0,3.638889,19.0,0.05054,0.523077,0.386667,9.0,3.0,0.623762,75.0,3.0,25.0,3.393379654,-0.208647549,0.274666355,-0.257144132,-1.688026736,-0.61926447,-0.907428761,2.104887524,1.685513898,-1.820625781,3.227589019,6.149075968,-0.329276227
kimi-version,CE,google__gemini-3-flash-preview,117,C,11.0,6.0,3.215054,22.0,0.03457,0.553704,0.525773,3.0,4.0,0.606897,97.0,4.0,24.25,3.393379654,0.343622301,-0.361795872,-0.000888353,-2.005000404,-0.402668312,0.279548059,0.135187105,2.437773962,-1.830939477,4.829362943,9.342405822,-0.38896251
kimi-version,CE,google__gemini-3-flash-preview,118,B,7.0,4.0,3.090909,20.0,0.056198,0.498571,0.551724,5.0,1.0,0.441176,58.0,3.0,19.333333,1.552253478,-0.7609174,-0.548221257,-0.171725539,-1.575726359,-0.792572513,0.500985204,0.791753912,0.180993771,-1.932285222,1.989854623,6.149075968,-0.780239283
kimi-version,CE,google__gemini-3-flash-preview,119,A,11.0,5.0,2.746479,15.0,0.038683,0.545,0.407895,3.0,3.0,0.54918,76.0,5.0,15.2,3.393379654,-0.208647549,-1.065443017,-0.598818503,-1.923365294,-0.464223572,-0.726292477,0.135187105,1.685513898,-1.866235983,3.300396925,12.535735676,-1.109176996
kimi-version,CE,google__gemini-3-flash-preview,120,C,8.0,8.0,5.076923,49.0,0.097633,0.603448,0.528302,11.0,0.0,0.615385,53.0,1.0,53.0,2.012535022,1.448162002,2.434125392,2.305413652,-0.753321604,-0.050875472,0.301127749,2.761454331,-0.571266292,-1.825748688,1.625815095,-0.237583741,1.899011684
kimi-version,CE,google__gemini-3-flash-preview,121,C,11.0,6.0,3.8,38.0,0.04,0.468478,0.44898,9.0,3.0,0.590604,98.0,3.0,32.666667,3.393379654,0.343622301,0.516602641,1.365809131,-1.897225387,-1.005392188,-0.375718507,2.104887524,1.685513898,-1.840903369,4.902170849,6.149075968,0.280850252
kimi-version,CE,google__gemini-3-flash-preview,122,A,10.0,8.0,4.025316,40.0,0.050953,0.514865,0.444444,6.0,1.0,0.704082,81.0,2.0,40.5,2.93309811,1.448162002,0.85495394,1.536646317,-1.679829483,-0.677340274,-0.414423716,1.120037315,0.180993771,-1.771506537,3.664436453,2.955746113,0.904240295
kimi-version,CE,google__gemini-3-flash-preview,123,B,8.0,8.0,3.25,42.0,0.042763,0.586364,0.544304,6.0,0.0,0.537815,79.0,3.0,26.333333,2.012535022,1.448162002,-0.309318353,1.707483503,-1.842385171,-0.171694644,0.437671127,1.120037315,-0.571266292,-1.873186185,3.518820642,6.149075968,-0.223167305
kimi-version,CE,google__gemini-3-flash-preview,124,C,14.0,7.0,3.8,35.0,0.0475,0.540217,0.402439,12.0,1.0,0.621622,82.0,2.0,41.0,4.774224285,0.895892151,0.516602641,1.109553353,-1.748364866,-0.498049263,-0.772847949,3.089737734,0.180993771,-1.821934486,3.737244359,2.955746113,0.944031151
kimi-version,CE,google__gemini-3-flash-preview,125,B,5.0,5.0,3.403846,20.0,0.065459,0.589655,0.527273,0.0,9.0,0.441176,55.0,3.0,18.333333,0.631690391,-0.208647549,-0.078291733,-0.171725539,-1.391913388,-0.148420475,0.292347401,-0.849663104,6.199074279,-1.932285222,1.771430906,6.149075968,-0.859820994
kimi-version,CE,google__gemini-3-flash-preview,126,C,11.0,6.0,4.10989,42.0,0.045164,0.6375,0.452632,0.0,6.0,0.496894,95.0,4.0,23.75,3.393379654,0.343622301,0.981956562,1.707483503,-1.794729956,0.189942511,-0.344556376,-0.849663104,3.942294088,-1.898211192,4.683747132,9.342405822,-0.428753366
kimi-version,CE,google__gemini-3-flash-preview,127,B,10.0,7.0,3.535714,26.0,0.042092,0.584,0.505747,9.0,5.0,0.51773,87.0,3.0,29.0,2.93309811,0.895892151,0.119731085,0.340786018,-1.855703226,-0.188413007,0.108668314,2.104887524,3.190034025,-1.885469054,4.101283887,6.149075968,-0.010949382
kimi-version,CE,google__gemini-3-flash-preview,128,B,13.0,8.0,3.246753,22.0,0.042166,0.446429,0.432099,9.0,0.0,0.657407,81.0,4.0,20.25,4.313942741,1.448162002,-0.314194291,-0.000888353,-1.854234468,-1.161324167,-0.519762299,2.104887524,-0.571266292,-1.80005037,3.664436453,9.342405822,-0.707289355
kimi-version,CE,google__gemini-3-flash-preview,129,B,11.0,6.0,3.304348,26.0,0.035917,0.651961,0.385417,3.0,6.0,0.572581,96.0,4.0,24.0,3.393379654,0.343622301,-0.227705346,0.340786018,-1.978265054,0.292211654,-0.918094879,0.135187105,3.942294088,-1.851925233,4.756555038,9.342405822,-0.408857938
kimi-version,CE,google__gemini-3-flash-preview,130,C,11.0,7.0,4.313433,64.0,0.06438,0.533824,0.455882,14.0,0.0,0.581633,68.0,1.0,68.0,3.393379654,0.895892151,1.287611902,3.586692544,-1.413329455,-0.543260979,-0.316824469,3.74630454,-0.571266292,-1.846389534,2.71793368,-0.237583741,3.092737351
kimi-version,CE,google__gemini-3-flash-preview,131,B,10.0,6.0,3.410256,30.0,0.043721,0.678723,0.530864,7.0,3.0,0.514493,81.0,3.0,27.0,2.93309811,0.343622301,-0.068665999,0.682460389,-1.823370721,0.481474278,0.322989025,1.448320718,1.685513898,-1.887448623,3.664436453,6.149075968,-0.170112805
kimi-version,CE,google__gemini-3-flash-preview,132,B,13.0,6.0,2.975,17.0,0.037187,0.618182,0.46988,17.0,0.0,0.595041,83.0,3.0,27.666667,4.313942741,0.343622301,-0.72227885,-0.427981317,-1.953058006,0.053324345,-0.197381012,4.731154749,-0.571266292,-1.838189947,3.810052264,6.149075968,-0.117058304
kimi-version,CE,google__gemini-3-flash-preview,133,C,12.0,10.0,2.929577,30.0,0.041262,0.533784,0.418919,6.0,3.0,0.559322,74.0,3.0,24.666667,3.853661197,2.552701702,-0.790489413,0.682460389,-1.872177123,-0.543543862,-0.632225848,1.120037315,1.685513898,-1.8600337,3.154781113,6.149075968,-0.355803437
kimi-version,CE,google__gemini-3-flash-preview,134,C,12.0,6.0,2.760563,14.0,0.038881,0.45,0.5,0.0,6.0,0.621622,74.0,3.0,24.666667,3.853661197,0.343622301,-1.044293433,-0.684237096,-1.919435376,-1.13606982,0.059629769,-0.849663104,3.942294088,-1.821934486,3.154781113,6.149075968,-0.355803437
kimi-version,CE,google__gemini-3-flash-preview,135,B,11.0,6.0,3.111111,23.0,0.04321,0.593421,0.44,5.0,4.0,0.56,75.0,3.0,25.0,3.393379654,0.343622301,-0.517884428,0.084530239,-1.833513084,-0.121787076,-0.4523439,0.791753912,2.437773962,-1.859619073,3.227589019,6.149075968,-0.329276227
kimi-version,CE,google__gemini-3-flash-preview,136,C,11.0,6.0,3.474359,25.0,0.044543,0.733721,0.395062,3.0,0.0,0.507143,81.0,3.0,27.0,3.393379654,0.343622301,0.027595843,0.255367425,-1.807055608,0.870423751,-0.835795112,0.135187105,-0.571266292,-1.891943474,3.664436453,6.149075968,-0.170112805
kimi-version,CE,google__gemini-3-flash-preview,137,A,11.0,10.0,3.777778,28.0,0.038159,0.5625,0.5,3.0,1.0,0.651515,102.0,3.0,34.0,3.393379654,2.552701702,0.483232429,0.511623203,-1.933765683,-0.340462421,0.059629769,0.135187105,0.180993771,-1.80365359,5.193402472,6.149075968,0.386959173
kimi-version,CE,google__gemini-3-flash-preview,138,B,14.0,6.0,3.284211,25.0,0.034571,0.496552,0.494949,3.0,5.0,0.568493,99.0,4.0,24.75,4.774224285,0.343622301,-0.257944566,0.255367425,-2.004980555,-0.806851014,0.016530119,0.135187105,3.190034025,-1.854425227,4.974978755,9.342405822,-0.349171655
kimi-version,CE,google__gemini-3-flash-preview,139,B,10.0,6.0,3.761905,51.0,0.044785,0.421795,0.302326,12.0,6.0,0.517007,86.0,2.0,43.0,2.93309811,0.343622301,0.459396349,2.476250838,-1.802252375,-1.335537435,-1.627101615,3.089737734,3.942294088,-1.8859112,4.028475981,2.955746113,1.103194573
kimi-version,CE,google__gemini-3-flash-preview,140,A,12.0,6.0,4.285714,38.0,0.040816,0.543966,0.568807,17.0,1.0,0.603659,109.0,4.0,27.25,3.853661197,0.343622301,1.245986985,1.365809131,-1.881029362,-0.471536088,0.64675264,4.731154749,0.180993771,-1.832919657,5.703057811,9.342405822,-0.150217377
kimi-version,CE,google__gemini-3-flash-preview,141,C,6.0,8.0,3.54902,29.0,0.069589,0.617308,0.433962,5.0,0.0,0.640625,53.0,2.0,26.5,1.091971935,1.448162002,0.139712366,0.597041796,-1.309940862,0.047143359,-0.503865516,0.791753912,-0.571266292,-1.810313308,1.625815095,2.955746113,-0.20990366
kimi-version,CE,google__gemini-3-flash-preview,142,B,11.0,10.0,3.571429,48.0,0.056689,0.504412,0.384615,11.0,4.0,0.495146,65.0,2.0,32.5,3.393379654,2.552701702,0.173363391,2.219995059,-1.565980957,-0.751264577,-0.92493826,2.761454331,2.437773962,-1.899280172,2.499509963,2.955746113,0.267586606
kimi-version,CE,google__gemini-3-flash-preview,143,A,12.0,7.0,3.56701,29.0,0.036773,0.620536,0.455446,6.0,1.0,0.591241,101.0,4.0,25.25,3.853661197,0.895892151,0.166727491,0.597041796,-1.961275107,0.069971988,-0.320544811,1.120037315,0.180993771,-1.840513815,5.120594566,9.342405822,-0.309380799
kimi-version,CE,google__gemini-3-flash-preview,144,B,10.0,11.0,3.08,45.0,0.041067,0.55375,0.454545,10.0,3.0,0.657658,77.0,2.0,38.5,2.93309811,3.104971552,-0.564603024,1.963739281,-1.876047497,-0.402342997,-0.328232949,2.433170927,1.685513898,-1.799896873,3.37320483,2.955746113,0.745076873
kimi-version,CE,google__gemini-3-flash-preview,145,B,18.0,10.0,4.06,40.0,0.0406,0.651818,0.475728,14.0,1.0,0.614286,103.0,3.0,34.333333,6.61535046,2.552701702,0.90703802,1.536646317,-1.885316545,0.291200349,-0.147480645,3.74630454,0.180993771,-1.826420775,5.266210377,6.149075968,0.413486384
kimi-version,CE,google__gemini-3-flash-preview,146,A,10.0,7.0,2.794118,20.0,0.04109,0.45125,0.479452,12.0,4.0,0.504132,73.0,5.0,14.6,2.93309811,0.895892151,-0.993904744,-0.171725539,-1.875590991,-1.127229737,-0.115704146,3.089737734,2.437773962,-1.893784834,3.081973208,12.535735676,-1.156926022
kimi-version,CE,google__gemini-3-flash-preview,147,A,11.0,6.0,3.406593,41.0,0.037435,0.589,0.5,10.0,0.0,0.58042,94.0,3.0,31.333333,3.393379654,0.343622301,-0.074166633,1.62206491,-1.948135685,-0.153052678,0.059629769,2.433170927,-0.571266292,-1.847131337,4.610939226,6.149075968,0.17474125
kimi-version,CE,google__gemini-3-flash-preview,148,A,13.0,5.0,3.623529,23.0,0.04263,0.62439,0.329545,3.0,8.0,0.529851,88.0,3.0,29.333333,4.313942741,-0.208647549,0.251600634,0.084530239,-1.845024964,0.097227729,-1.39484476,0.135187105,5.446814215,-1.878056524,4.174091793,6.149075968,0.015577828
kimi-version,CE,google__gemini-3-flash-preview,149,A,14.0,5.0,4.340659,39.0,0.0477,0.402222,0.404255,10.0,6.0,0.522876,94.0,3.0,31.333333,4.774224285,-0.208647549,1.328496493,1.451227724,-1.744395253,-1.473958978,-0.757352213,2.433170927,3.942294088,-1.882322046,4.610939226,6.149075968,0.17474125
kimi-version,CE,google__gemini-3-flash-preview,150,C,10.0,5.0,3.164179,17.0,0.047227,0.5,0.450704,6.0,2.0,0.616162,71.0,4.0,17.75,2.93309811,-0.208647549,-0.438193564,-0.427981317,-1.753783389,-0.782466531,-0.361007797,1.120037315,0.933253835,-1.825273518,2.936357396,9.342405822,-0.906243632
kimi-version,CE,google__gemini-3-flash-preview,151,B,6.0,3.0,2.952381,8.0,0.070295,0.428571,0.326087,3.0,0.0,0.485294,46.0,4.0,11.5,1.091971935,-1.31318725,-0.756245227,-1.196748653,-1.295928125,-1.287617117,-1.424351509,0.135187105,-0.571266292,-1.905305107,1.116159755,9.342405822,-1.403629327
kimi-version,CE,google__gemini-3-flash-preview,152,B,6.0,8.0,2.797101,21.0,0.040538,0.871429,0.680556,9.0,0.0,0.533898,72.0,3.0,24.0,1.091971935,1.448162002,-0.989425248,-0.086306946,-1.886547125,1.844303783,1.600295066,2.104887524,-0.571266292,-1.875581604,3.009165302,6.149075968,-0.408857938
kimi-version,CE,google__gemini-3-flash-preview,153,C,8.0,5.0,3.333333,18.0,0.05291,0.431579,0.454545,3.0,3.0,0.545455,66.0,3.0,22.0,2.012535022,-0.208647549,-0.184179309,-0.342562725,-1.640986811,-1.266344343,-0.328232949,0.135187105,1.685513898,-1.868513986,2.572317868,6.149075968,-0.56802136
kimi-version,CE,google__gemini-3-flash-preview,154,B,8.0,8.0,3.133333,22.0,0.041778,0.563415,0.512821,5.0,3.0,0.548872,78.0,3.0,26.0,2.012535022,1.448162002,-0.484514216,-0.000888353,-1.861935519,-0.333991481,0.16903001,0.791753912,1.685513898,-1.866424339,3.446012736,6.149075968,-0.249694516
kimi-version,CE,google__gemini-3-flash-preview,155,A,22.0,9.0,4.520833,86.0,0.047092,0.460714,0.237113,21.0,4.0,0.679688,97.0,1.0,97.0,8.456476636,2.000431852,1.5990592,5.465901586,-1.756462879,-1.060299707,-2.183557263,6.044288362,2.437773962,-1.78642455,4.829362943,-0.237583741,5.400606973
kimi-version,CE,google__gemini-3-flash-preview,156,B,16.0,7.0,3.229508,32.0,0.026471,0.490833,0.464567,6.0,5.0,0.687117,127.0,5.0,25.4,5.694787373,0.895892151,-0.340090668,0.853297575,-2.165749917,-0.847296158,-0.242716281,1.120037315,3.190034025,-1.781881387,7.013600113,12.535735676,-0.297443542
kimi-version,CE,google__gemini-3-flash-preview,157,B,11.0,8.0,3.075,43.0,0.038437,0.6125,0.552941,12.0,0.0,0.614754,85.0,5.0,17.0,3.393379654,1.448162002,-0.572111397,1.792902095,-1.928247919,0.013140867,0.511369736,3.089737734,-0.571266292,-1.826134573,3.955668076,12.535735676,-0.965929916
kimi-version,CE,google__gemini-3-flash-preview,158,B,7.0,6.0,2.882353,20.0,0.03391,0.692,0.577778,0.0,3.0,0.605839,90.0,5.0,18.0,1.552253478,0.343622301,-0.861404491,-0.171725539,-2.018100129,0.575370095,0.723301237,-0.849663104,1.685513898,-1.831586491,4.319707604,12.535735676,-0.886348205
kimi-version,CE,google__gemini-3-flash-preview,159,B,14.0,10.0,3.505155,43.0,0.036136,0.488182,0.43,13.0,5.0,0.532934,100.0,3.0,33.333333,4.774224285,2.552701702,0.073841412,1.792902095,-1.973918327,-0.866044205,-0.537672844,3.418021137,3.190034025,-1.876171133,5.04778666,6.149075968,0.333904673
kimi-version,CE,google__gemini-3-flash-preview,160,B,10.0,7.0,2.852273,22.0,0.032412,0.475962,0.430108,0.0,5.0,0.558824,93.0,5.0,18.6,2.93309811,0.895892151,-0.906574861,-0.000888353,-2.047832537,-0.952464848,-0.536751292,-0.849663104,3.190034025,-1.860338249,4.538131321,12.535735676,-0.838599178
kimi-version,CE,google__gemini-3-flash-preview,161,C,8.0,5.0,2.931507,16.0,0.040158,0.4775,0.525641,7.0,1.0,0.627451,78.0,5.0,15.6,2.012535022,-0.208647549,-0.787591181,-0.51339991,-1.894089392,-0.941588011,0.278421717,1.448320718,0.180993771,-1.818369794,3.446012736,12.535735676,-1.077344311
kimi-version,CE,google__gemini-3-flash-preview,162,C,7.0,8.0,2.707692,19.0,0.041657,0.647368,0.608696,3.0,4.0,0.583333,69.0,4.0,17.25,1.552253478,1.448162002,-1.123688467,-0.257144132,-1.864337136,0.259729656,0.987121268,0.135187105,2.437773962,-1.845349908,2.790741585,9.342405822,-0.946034488
kimi-version,CE,google__gemini-3-flash-preview,163,A,10.0,7.0,3.774194,43.0,0.060874,0.482812,0.40625,0.0,2.0,0.631579,64.0,2.0,32.0,2.93309811,0.895892151,0.477850428,1.792902095,-1.482916787,-0.904021198,-0.740329088,-0.849663104,0.933253835,-1.815845339,2.426702057,2.955746113,0.227795751
kimi-version,CE,google__gemini-3-flash-preview,164,C,23.0,6.0,2.663265,18.0,0.027176,0.414545,0.230769,6.0,0.0,0.530488,104.0,6.0,17.333333,8.916758179,0.343622301,-1.190403361,-0.342562725,-2.151757029,-1.386809911,-2.237689945,1.120037315,-0.571266292,-1.877666971,5.339018283,15.729065531,-0.939402705
kimi-version,CE,google__gemini-3-flash-preview,165,B,7.0,5.0,3.554217,20.0,0.042822,0.667045,0.546512,0.0,4.0,0.736842,86.0,3.0,28.666667,1.552253478,-0.208647549,0.147516568,-0.171725539,-1.841214135,0.398886694,0.456511758,-0.849663104,2.437773962,-1.751472343,4.028475981,6.149075968,-0.037476593
kimi-version,CE,google__gemini-3-flash-preview,166,B,14.0,7.0,3.547368,44.0,0.037341,0.471739,0.474747,6.0,7.0,0.594406,99.0,4.0,24.75,4.774224285,0.895892151,0.1372316,1.878320688,-1.950001403,-0.982330182,-0.155851415,1.120037315,4.694554152,-1.838578277,4.974978755,9.342405822,-0.349171655
kimi-version,CE,google__gemini-3-flash-preview,167,B,14.0,7.0,4.181818,27.0,0.042241,0.564035,0.421569,15.0,0.0,0.620438,102.0,3.0,34.0,4.774224285,0.895892151,1.089969008,0.426204611,-1.852745863,-0.3296068,-0.609613678,4.074587943,-0.571266292,-1.822658554,5.193402472,6.149075968,0.386959173
kimi-version,CE,google__gemini-3-flash-preview,168,C,13.0,7.0,3.376344,42.0,0.036305,0.653774,0.53125,16.0,2.0,0.554054,96.0,3.0,32.0,4.313942741,0.895892151,-0.119590786,1.707483503,-1.970564003,0.305033309,0.326282722,4.402871346,0.933253835,-1.863255316,4.756555038,6.149075968,0.227795751
kimi-version,CE,google__gemini-3-flash-preview,169,B,20.0,6.0,3.541667,37.0,0.029514,0.500962,0.264,21.0,5.0,0.809917,125.0,5.0,25.0,7.535913548,0.343622301,0.128670553,1.280390539,-2.105352242,-0.775663204,-1.954133329,6.044288362,3.190034025,-1.706783738,6.867984302,12.535735676,-0.329276227
kimi-version,CE,google__gemini-3-flash-preview,170,C,9.0,9.0,3.258929,37.0,0.029098,0.628814,0.525862,7.0,0.0,0.699301,116.0,4.0,29.0,2.472816566,2.000431852,-0.295909902,1.280390539,-2.113609039,0.128514548,0.280307487,1.448320718,-0.571266292,-1.774430331,6.212713151,9.342405822,-0.010949382
kimi-version,CE,google__gemini-3-flash-preview,171,C,9.0,6.0,3.028986,19.0,0.043898,0.384286,0.410959,3.0,0.0,0.508333,73.0,4.0,18.25,2.472816566,0.343622301,-0.641209449,-0.257144132,-1.819857612,-1.600803549,-0.700147688,0.135187105,-0.571266292,-1.891215736,3.081973208,9.342405822,-0.866452777
kimi-version,CE,google__gemini-3-flash-preview,172,A,18.0,7.0,3.361446,38.0,0.040499,0.536,0.418605,22.0,1.0,0.510345,86.0,3.0,28.666667,6.61535046,0.895892151,-0.141962733,1.365809131,-1.8873212,-0.527872164,-0.634905177,6.372571765,0.180993771,-1.889985309,4.028475981,6.149075968,-0.037476593
kimi-version,CE,google__gemini-3-flash-preview,173,A,9.0,8.0,3.058824,22.0,0.044983,0.635897,0.471429,9.0,3.0,0.632653,70.0,2.0,35.0,2.472816566,1.448162002,-0.596402484,-0.000888353,-1.798322457,0.17860599,-0.184163559,2.104887524,1.685513898,-1.81518854,2.863549491,2.955746113,0.466540884
kimi-version,CE,google__gemini-3-flash-preview,174,B,18.0,6.0,3.457944,30.0,0.032317,0.700943,0.436364,28.0,4.0,0.527607,110.0,3.0,36.666667,6.61535046,0.343622301,0.002945856,0.682460389,-2.049718104,0.638615579,-0.483369504,8.342272184,2.437773962,-1.87942883,5.775865717,6.149075968,0.599177096
kimi-version,CE,google__gemini-3-flash-preview,175,A,7.0,5.0,3.657143,22.0,0.052245,0.73,0.569444,7.0,0.0,0.717391,72.0,2.0,36.0,1.552253478,-0.208647549,0.302077922,-0.000888353,-1.654185777,0.844108594,0.652188094,1.448320718,-0.571266292,-1.763367493,3.009165302,2.955746113,0.546122595
kimi-version,CE,google__gemini-3-flash-preview,176,B,13.0,6.0,3.380952,38.0,0.040249,0.545918,0.402299,6.0,4.0,0.546763,87.0,3.0,29.0,4.313942741,0.343622301,-0.11267107,1.365809131,-1.892283218,-0.457731416,-0.774042554,1.120037315,2.437773962,-1.867714086,4.101283887,6.149075968,-0.010949382
kimi-version,CE,google__gemini-3-flash-preview,177,B,8.0,5.0,2.553191,13.0,0.054323,0.580769,0.352941,0.0,6.0,0.608108,51.0,4.0,12.75,2.012535022,-0.208647549,-1.355698684,-0.769655689,-1.612941489,-0.211262852,-1.19520916,-0.849663104,3.942294088,-1.830198896,1.480199283,9.342405822,-1.304152188
kimi-version,CE,google__gemini-3-flash-preview,178,A,10.0,7.0,3.269841,34.0,0.051902,0.5375,0.272727,4.0,3.0,0.815385,66.0,3.0,22.0,2.93309811,0.895892151,-0.279523629,1.02413476,-1.660993665,-0.517264065,-1.879666758,0.463470509,1.685513898,-1.703439814,2.572317868,6.149075968,-0.56802136
kimi-version,CE,google__gemini-3-flash-preview,179,A,6.0,4.0,3.5,23.0,0.072917,0.524074,0.52,2.0,0.0,0.625,50.0,2.0,25.0,1.091971935,-0.7609174,0.06610028,0.084530239,-1.243886487,-0.61221362,0.230287659,-0.193096298,-0.571266292,-1.819868689,1.407391378,2.955746113,-0.329276227
