version,direction,dataset,judge_model,sample_id,human_candidate,top1_candidate,human_rank,human_is_top1,human_is_top2_or_better
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,027,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,028,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,029,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,030,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,031,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,032,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,033,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,034,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,035,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,036,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,037,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,038,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,039,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,040,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,041,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,042,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,043,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,044,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,045,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,046,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,047,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,048,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,049,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,050,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,051,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,052,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,053,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,054,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,055,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,056,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,057,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,058,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,059,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,060,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,061,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,062,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,063,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,064,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,065,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,066,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,067,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,068,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,069,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,070,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,071,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,072,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,073,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,074,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,075,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,076,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,077,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,078,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,079,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,080,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,081,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,082,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,083,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,084,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,085,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,086,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,087,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,088,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,089,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,090,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,091,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,092,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,093,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,094,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,095,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,096,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,097,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,098,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,099,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,100,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,101,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,102,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,103,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,104,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,105,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,106,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,107,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,108,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,109,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,110,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,111,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,112,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,113,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,114,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,115,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,116,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,117,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,118,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,119,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,120,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,121,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,122,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,123,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,124,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,125,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,126,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,127,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,128,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,129,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,130,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,131,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,132,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,133,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,134,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,135,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,136,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,137,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,138,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,139,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,140,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,141,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,142,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,143,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,144,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,145,C,C,1,True,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,146,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,147,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,148,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,149,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,150,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,151,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,152,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,153,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,154,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,155,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,156,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,157,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,158,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,159,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,160,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,161,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,162,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,163,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,164,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,165,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,166,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,167,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,168,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,169,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,170,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,171,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,172,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,173,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,174,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,175,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,176,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,177,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,178,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,179,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,180,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,181,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,182,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,183,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,184,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,185,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,186,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,187,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,188,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,189,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,190,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,191,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,192,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,193,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,194,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,195,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,196,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,197,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,198,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,199,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,deepseek__deepseek-v4-flash,200,C,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,001,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,002,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,003,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,004,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,005,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,006,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,007,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,008,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,009,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,010,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,011,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,012,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,013,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,014,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,015,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,016,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,017,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,018,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,019,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,020,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,021,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,022,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,023,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,024,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,025,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,026,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,027,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,028,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,029,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,030,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,031,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,032,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,033,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,034,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,035,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,036,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,037,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,038,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,039,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,040,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,041,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,042,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,043,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,044,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,045,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,046,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,047,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,048,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,049,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,050,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,051,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,052,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,053,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,054,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,055,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,056,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,057,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,058,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,059,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,060,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,061,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,062,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,063,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,064,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,065,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,066,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,067,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,068,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,069,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,070,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,071,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,072,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,073,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,074,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,075,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,076,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,077,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,078,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,079,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,080,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,081,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,082,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,083,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,084,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,085,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,086,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,087,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,088,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,089,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,090,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,091,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,092,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,093,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,094,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,095,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,096,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,097,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,098,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,099,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,100,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,101,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,102,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,103,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,104,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,105,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,106,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,107,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,108,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,109,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,110,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,111,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,112,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,113,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,114,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,115,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,116,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,117,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,118,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,119,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,120,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,121,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,122,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,123,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,124,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,125,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,126,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,127,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,128,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,129,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,130,A,C,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,131,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,132,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,133,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,134,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,135,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,136,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,137,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,138,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,139,A,B,3,False,False
claude-version,EC,ffn_200ec,openai__gpt-5.2,140,A,B,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,141,A,C,2,False,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,142,A,A,1,True,True
claude-version,EC,ffn_200ec,openai__gpt-5.2,143,A,A,1,True,True
