id,language,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length
zh_native_02971,zh,3.0,5.0,4.95,20.0,0.2475,0.45,0.238095,0.0,0.0,6.25,21.0,1.0,21.0
zh_native_02972,zh,3.0,5.0,4.0,21.0,0.129032,0.568519,0.46875,4.0,0.0,12.25,32.0,1.0,32.0
zh_native_02973,zh,3.0,4.0,3.176471,19.0,0.093426,0.680769,0.457143,3.0,0.0,12.25,35.0,1.0,35.0
zh_native_02974,zh,4.0,3.0,2.823529,13.0,0.16609,0.428571,0.166667,5.0,0.0,4.25,18.0,1.0,18.0
zh_native_02975,zh,4.0,5.0,3.9375,16.0,0.246094,0.531818,0.411765,0.0,0.0,4.25,17.0,1.0,17.0
zh_native_02976,zh,2.0,4.0,2.285714,6.0,0.163265,0.55,0.266667,0.0,0.0,3.75,15.0,1.0,15.0
zh_native_02977,zh,4.0,5.0,4.210526,19.0,0.221607,0.45,0.4,0.0,0.0,4.75,20.0,1.0,20.0
zh_native_02978,zh,3.0,4.0,2.5,10.0,0.178571,0.416667,0.2,1.0,1.0,3.75,15.0,1.0,15.0
zh_native_02979,zh,4.0,3.0,2.2,9.0,0.146667,0.318182,0.125,3.0,1.0,2.5,16.0,1.0,16.0
zh_native_02980,zh,3.0,4.0,2.692308,9.0,0.207101,0.166667,0.214286,1.0,1.0,2.5,14.0,1.0,14.0
zh_native_02981,zh,4.0,5.0,6.534884,32.0,0.151974,0.633333,0.568182,2.0,0.0,13.75,44.0,1.0,44.0
zh_native_02982,zh,3.0,4.0,3.272727,10.0,0.297521,0.8,0.333333,2.0,0.0,5.0,12.0,1.0,12.0
zh_native_02983,zh,3.0,4.0,4.358974,25.0,0.111769,0.65625,0.5,3.0,1.0,15.0,40.0,1.0,40.0
zh_native_02984,zh,4.0,6.0,2.826087,18.0,0.122873,0.519444,0.416667,0.0,0.0,8.0,24.0,1.0,24.0
zh_native_02985,zh,2.0,5.0,3.724138,18.0,0.128419,0.554545,0.466667,0.0,1.0,9.75,30.0,1.0,30.0
zh_native_02986,zh,3.0,3.0,3.055556,13.0,0.169753,0.6,0.368421,0.0,1.0,7.25,19.0,1.0,19.0
zh_native_02987,zh,2.0,4.0,3.96,14.0,0.1584,0.465217,0.538462,0.0,0.0,10.0,26.0,1.0,26.0
zh_native_02988,zh,5.0,4.0,4.090909,25.0,0.092975,0.598611,0.444444,1.0,1.0,16.5,45.0,1.0,45.0
zh_native_02989,zh,2.0,4.0,3.166667,11.0,0.131944,0.418182,0.44,1.0,1.0,9.0,25.0,1.0,25.0
zh_native_02990,zh,7.0,6.0,5.765957,46.0,0.12268,0.595946,0.5,6.0,0.0,18.5,48.0,1.0,48.0
zh_native_02991,zh,5.0,5.0,4.761905,40.0,0.113379,0.658571,0.534884,1.0,1.0,15.75,43.0,1.0,43.0
zh_native_02992,zh,5.0,5.0,3.32,14.0,0.1328,0.575,0.346154,1.0,0.0,8.5,26.0,1.0,26.0
zh_native_02993,zh,7.0,5.0,3.848485,31.0,0.116621,0.642857,0.323529,4.0,0.0,12.0,34.0,1.0,34.0
zh_native_02994,zh,2.0,3.0,3.071429,11.0,0.219388,0.692308,0.466667,0.0,0.0,5.5,15.0,1.0,15.0
zh_native_02995,zh,5.0,6.0,4.162791,39.0,0.096809,0.617647,0.431818,0.0,4.0,15.25,44.0,1.0,44.0
zh_native_02996,zh,4.0,4.0,3.72,17.0,0.1488,0.434783,0.346154,2.0,1.0,7.75,26.0,1.0,26.0
zh_native_02997,zh,5.0,5.0,3.666667,18.0,0.111111,0.553448,0.352941,3.0,0.0,12.25,34.0,1.0,34.0
zh_native_02998,zh,4.0,6.0,4.954545,20.0,0.225207,0.40625,0.347826,3.0,1.0,7.75,23.0,1.0,23.0
zh_native_02999,zh,2.0,3.0,2.615385,6.0,0.201183,0.585,0.357143,0.0,0.0,5.0,14.0,1.0,14.0
zh_native_03000,zh,1.0,3.0,2.684211,11.0,0.141274,0.625,0.45,0.0,0.0,6.0,20.0,1.0,20.0
zh_native_03001,zh,5.0,5.0,4.435897,25.0,0.113741,0.440909,0.375,5.0,1.0,14.5,40.0,1.0,40.0
zh_native_03002,zh,6.0,5.0,3.958333,20.0,0.164931,0.571429,0.32,6.0,1.0,9.0,25.0,1.0,25.0
zh_native_03003,zh,4.0,6.0,4.04,20.0,0.1616,0.485,0.5,3.0,0.0,9.75,26.0,1.0,26.0
zh_native_03004,zh,3.0,5.0,3.5,18.0,0.159091,0.646875,0.304348,0.0,0.0,6.75,23.0,1.0,23.0
zh_native_03005,zh,6.0,6.0,3.790698,24.0,0.088156,0.657353,0.363636,4.0,0.0,12.5,44.0,1.0,44.0
zh_native_03006,zh,2.0,6.0,3.5,21.0,0.097222,0.507692,0.432432,0.0,1.0,10.25,37.0,1.0,37.0
zh_native_03007,zh,2.0,4.0,3.657143,16.0,0.10449,0.415517,0.416667,0.0,4.0,11.0,36.0,1.0,36.0
zh_native_03008,zh,6.0,6.0,4.735294,33.0,0.139273,0.482759,0.371429,0.0,1.0,11.0,35.0,1.0,35.0
zh_native_03009,zh,4.0,7.0,5.5,31.0,0.161765,0.570833,0.371429,1.0,0.0,9.0,35.0,1.0,35.0
zh_native_03010,zh,6.0,6.0,4.142857,21.0,0.197279,0.533333,0.181818,0.0,0.0,6.5,22.0,1.0,22.0
zh_native_03011,zh,8.0,5.0,4.625,41.0,0.096354,0.512069,0.285714,5.0,1.0,12.25,49.0,1.0,49.0
zh_native_03012,zh,6.0,6.0,5.37931,27.0,0.185493,0.580435,0.433333,5.0,0.0,11.25,30.0,1.0,30.0
zh_native_03013,zh,5.0,5.0,3.666667,20.0,0.135802,0.486957,0.321429,3.0,0.0,10.75,28.0,1.0,28.0
zh_native_03014,zh,4.0,5.0,4.475,24.0,0.111875,0.546875,0.414634,0.0,0.0,10.75,41.0,1.0,41.0
zh_native_03015,zh,2.0,3.0,3.071429,11.0,0.219388,0.454545,0.466667,0.0,0.0,4.75,15.0,1.0,15.0
zh_native_03016,zh,4.0,4.0,3.172414,19.0,0.109394,0.434783,0.366667,3.0,1.0,7.25,30.0,1.0,30.0
zh_native_03017,zh,5.0,5.0,3.75,13.0,0.234375,0.296154,0.235294,3.0,0.0,5.25,17.0,1.0,17.0
zh_native_03018,zh,4.0,3.0,2.545455,8.0,0.231405,0.2,0.25,0.0,0.0,3.5,12.0,1.0,12.0
zh_native_03019,zh,4.0,3.0,2.846154,10.0,0.218935,0.5,0.285714,0.0,0.0,4.75,14.0,1.0,14.0
zh_native_03020,zh,2.0,3.0,2.6875,13.0,0.167969,0.423077,0.176471,0.0,1.0,4.75,17.0,1.0,17.0
zh_native_03021,zh,5.0,5.0,5.617647,32.0,0.165225,0.388889,0.371429,0.0,0.0,9.25,35.0,1.0,35.0
zh_native_03022,zh,7.0,5.0,5.473684,31.0,0.144044,0.707576,0.512821,9.0,0.0,11.25,39.0,1.0,39.0
zh_native_03023,zh,6.0,5.0,3.65625,20.0,0.114258,0.574074,0.424242,0.0,0.0,12.0,33.0,1.0,33.0
zh_native_03024,zh,2.0,3.0,2.4,6.0,0.24,0.611111,0.181818,0.0,0.0,4.0,11.0,1.0,11.0
zh_native_03025,zh,3.0,4.0,3.176471,14.0,0.186851,0.560714,0.388889,1.0,0.0,6.75,18.0,1.0,18.0
zh_native_03026,zh,4.0,4.0,2.666667,14.0,0.148148,0.333333,0.263158,3.0,0.0,5.5,19.0,1.0,19.0
zh_native_03027,zh,2.0,4.0,3.727273,14.0,0.169421,0.658333,0.565217,1.0,0.0,8.5,23.0,1.0,23.0
zh_native_03028,zh,4.0,4.0,3.518519,14.0,0.130316,0.45,0.428571,0.0,0.0,10.25,28.0,1.0,28.0
zh_native_03029,zh,6.0,6.0,4.114286,28.0,0.117551,0.416667,0.388889,1.0,0.0,12.75,36.0,1.0,36.0
zh_native_03030,zh,2.0,4.0,3.823529,17.0,0.112457,0.766667,0.514286,0.0,2.0,11.75,35.0,1.0,35.0
zh_native_03031,zh,3.0,5.0,3.176471,14.0,0.186851,0.615625,0.333333,3.0,2.0,7.0,18.0,1.0,18.0
zh_native_03032,zh,3.0,4.0,2.875,11.0,0.119792,0.6925,0.56,2.0,0.0,8.0,25.0,1.0,25.0
zh_native_03033,zh,7.0,6.0,6.119048,39.0,0.145692,0.604688,0.418605,6.0,4.0,13.5,43.0,1.0,43.0
zh_native_03034,zh,8.0,4.0,5.6,29.0,0.186667,0.782609,0.387097,8.0,0.0,9.75,31.0,1.0,31.0
zh_native_03035,zh,6.0,3.0,4.272727,20.0,0.194215,0.896875,0.391304,8.0,4.0,8.0,23.0,1.0,23.0
zh_native_03036,zh,6.0,4.0,4.708333,21.0,0.196181,0.363043,0.36,3.0,0.0,8.0,25.0,1.0,25.0
zh_native_03037,zh,3.0,5.0,3.043478,14.0,0.132325,0.6675,0.291667,4.0,0.0,9.0,24.0,1.0,24.0
zh_native_03038,zh,6.0,5.0,4.822222,35.0,0.10716,0.478378,0.326087,3.0,5.0,15.75,46.0,1.0,46.0
zh_native_03039,zh,2.0,2.0,2.111111,4.0,0.234568,0.625,0.4,1.0,0.0,3.75,10.0,1.0,10.0
zh_native_03040,zh,4.0,5.0,4.846154,17.0,0.186391,0.425,0.296296,3.0,1.0,7.0,27.0,1.0,27.0
zh_native_03041,zh,1.0,3.0,2.842105,14.0,0.149584,0.556667,0.6,0.0,1.0,6.5,20.0,1.0,20.0
zh_native_03042,zh,5.0,6.0,4.787879,33.0,0.145087,0.386538,0.235294,2.0,1.0,10.75,34.0,1.0,34.0
zh_native_03043,zh,5.0,4.0,3.5,19.0,0.109375,0.457407,0.454545,3.0,0.0,12.25,33.0,1.0,33.0
zh_native_03044,zh,4.0,4.0,3.590909,20.0,0.163223,0.46875,0.347826,0.0,0.0,8.5,23.0,1.0,23.0
zh_native_03045,zh,4.0,5.0,5.676471,24.0,0.166955,0.716667,0.485714,4.0,0.0,12.5,35.0,1.0,35.0
zh_native_03046,zh,8.0,6.0,5.212766,30.0,0.11091,0.606579,0.395833,4.0,1.0,17.25,48.0,1.0,48.0
zh_native_03047,zh,3.0,4.0,2.3125,6.0,0.144531,0.466667,0.235294,3.0,0.0,5.75,17.0,1.0,17.0
zh_native_03048,zh,7.0,5.0,4.888889,25.0,0.18107,0.479167,0.392857,0.0,2.0,10.25,28.0,1.0,28.0
zh_native_03049,zh,5.0,5.0,4.822222,42.0,0.10716,0.491892,0.369565,3.0,1.0,16.5,46.0,1.0,46.0
zh_native_03050,zh,4.0,5.0,3.285714,16.0,0.156463,0.352778,0.227273,0.0,0.0,6.75,22.0,1.0,22.0
zh_native_03051,zh,4.0,4.0,4.578947,17.0,0.240997,0.623333,0.3,0.0,0.0,8.0,20.0,1.0,20.0
zh_native_03052,zh,4.0,4.0,2.916667,8.0,0.243056,0.66875,0.230769,4.0,1.0,4.0,13.0,1.0,13.0
zh_native_03053,zh,5.0,5.0,2.2,5.0,0.146667,0.576923,0.125,3.0,0.0,6.0,16.0,1.0,16.0
zh_native_03054,zh,3.0,3.0,3.75,14.0,0.234375,0.5,0.235294,0.0,0.0,4.25,17.0,1.0,17.0
zh_native_03055,zh,1.0,2.0,1.857143,4.0,0.265306,0.5,0.5,0.0,0.0,3.0,8.0,1.0,8.0
zh_native_03056,zh,4.0,5.0,3.133333,13.0,0.208889,0.373077,0.0625,1.0,0.0,4.25,16.0,1.0,16.0
zh_native_03057,zh,3.0,2.0,2.090909,5.0,0.190083,0.25,0.25,0.0,0.0,3.75,12.0,1.0,12.0
zh_native_03058,zh,1.0,3.0,2.8,8.0,0.186667,0.486364,0.1875,0.0,0.0,4.5,16.0,1.0,16.0
zh_native_03059,zh,3.0,4.0,2.923077,10.0,0.224852,0.35,0.142857,0.0,0.0,3.5,14.0,1.0,14.0
zh_native_03060,zh,3.0,3.0,2.5,9.0,0.208333,0.545455,0.384615,0.0,0.0,5.5,13.0,1.0,13.0
zh_native_03061,zh,7.0,6.0,4.897959,40.0,0.099958,0.526923,0.38,0.0,1.0,16.5,50.0,1.0,50.0
zh_native_03062,zh,5.0,5.0,5.026316,36.0,0.132271,0.478333,0.333333,0.0,0.0,11.0,39.0,1.0,39.0
zh_native_03063,zh,4.0,3.0,4.074074,18.0,0.150892,0.49375,0.285714,0.0,1.0,9.75,28.0,1.0,28.0
zh_native_03064,zh,3.0,5.0,3.12,14.0,0.1248,0.584091,0.5,0.0,0.0,10.0,26.0,1.0,26.0
zh_native_03065,zh,4.0,4.0,2.85,7.0,0.1425,0.402941,0.238095,0.0,0.0,7.0,21.0,1.0,21.0
zh_native_03066,zh,5.0,3.0,4.035714,24.0,0.144133,0.413043,0.275862,3.0,0.0,7.75,29.0,1.0,29.0
zh_native_03067,zh,2.0,5.0,2.52381,10.0,0.120181,0.658824,0.272727,0.0,2.0,7.5,22.0,1.0,22.0
zh_native_03068,zh,1.0,4.0,2.954545,16.0,0.134298,0.502941,0.478261,0.0,0.0,7.25,23.0,1.0,23.0
zh_native_03069,zh,9.0,7.0,4.367347,39.0,0.08913,0.52125,0.32,2.0,2.0,16.5,50.0,1.0,50.0
zh_native_03070,zh,2.0,4.0,3.761905,11.0,0.179138,0.570588,0.590909,1.0,0.0,7.5,22.0,1.0,22.0
zh_native_03071,zh,10.0,7.0,5.270833,32.0,0.109809,0.483784,0.408163,7.0,0.0,16.25,49.0,1.0,49.0
zh_native_03072,zh,4.0,5.0,6.784314,50.0,0.133026,0.497368,0.442308,2.0,2.0,17.5,52.0,1.0,52.0
zh_native_03073,zh,3.0,4.0,2.4,11.0,0.12,0.553125,0.52381,3.0,0.0,7.5,21.0,1.0,21.0
zh_native_03074,zh,7.0,5.0,3.911765,24.0,0.115052,0.45,0.342857,0.0,1.0,11.75,35.0,1.0,35.0
zh_native_03075,zh,4.0,4.0,4.210526,21.0,0.110803,0.330303,0.461538,0.0,1.0,12.75,39.0,1.0,39.0
zh_native_03076,zh,2.0,3.0,3.047619,12.0,0.145125,0.473684,0.409091,0.0,1.0,7.25,22.0,1.0,22.0
zh_native_03077,zh,5.0,7.0,3.794118,26.0,0.111592,0.536207,0.4,4.0,1.0,12.75,35.0,1.0,35.0
zh_native_03078,zh,1.0,2.0,2.230769,7.0,0.171598,0.583333,0.5,0.0,1.0,4.75,14.0,1.0,14.0
zh_native_03079,zh,3.0,4.0,3.518519,22.0,0.130316,0.5525,0.428571,0.0,2.0,9.5,28.0,1.0,28.0
zh_native_03080,zh,2.0,4.0,4.333333,24.0,0.144444,0.55,0.516129,0.0,0.0,11.0,31.0,1.0,31.0
zh_native_03081,zh,8.0,6.0,4.395833,41.0,0.09158,0.367073,0.326531,3.0,0.0,17.25,49.0,1.0,49.0
zh_native_03082,zh,6.0,5.0,5.5,22.0,0.229167,0.380952,0.24,0.0,0.0,8.25,25.0,1.0,25.0
zh_native_03083,zh,3.0,5.0,4.55,17.0,0.2275,0.352778,0.285714,0.0,0.0,7.0,21.0,1.0,21.0
zh_native_03084,zh,6.0,4.0,4.636364,24.0,0.140496,0.444444,0.382353,2.0,1.0,12.5,34.0,1.0,34.0
zh_native_03085,zh,3.0,4.0,3.708333,13.0,0.154514,0.45,0.4,0.0,0.0,8.75,25.0,1.0,25.0
zh_native_03086,zh,5.0,5.0,3.058824,16.0,0.179931,0.4375,0.333333,1.0,0.0,6.25,18.0,1.0,18.0
zh_native_03087,zh,5.0,4.0,3.307692,21.0,0.127219,0.4,0.296296,0.0,0.0,11.0,27.0,1.0,27.0
zh_native_03088,zh,3.0,4.0,3.473684,17.0,0.182825,0.432353,0.3,0.0,0.0,7.0,20.0,1.0,20.0
zh_native_03089,zh,2.0,5.0,3.535714,16.0,0.126276,0.466667,0.551724,0.0,1.0,9.75,29.0,1.0,29.0
zh_native_03090,zh,4.0,6.0,3.533333,17.0,0.117778,0.466667,0.548387,0.0,0.0,10.25,31.0,1.0,31.0
zh_native_03091,zh,3.0,5.0,4.333333,20.0,0.180556,0.535,0.32,1.0,1.0,7.75,25.0,1.0,25.0
zh_native_03092,zh,5.0,5.0,4.461538,23.0,0.171598,0.570455,0.407407,0.0,0.0,8.5,27.0,1.0,27.0
zh_native_03093,zh,5.0,6.0,4.5,20.0,0.160714,0.24375,0.275862,0.0,0.0,10.25,29.0,1.0,29.0
zh_native_03094,zh,2.0,2.0,2.909091,9.0,0.264463,0.4,0.416667,0.0,0.0,4.25,12.0,1.0,12.0
zh_native_03095,zh,1.0,3.0,2.5,12.0,0.15625,0.576923,0.411765,0.0,0.0,4.25,17.0,1.0,17.0
zh_native_03096,zh,2.0,2.0,2.363636,9.0,0.214876,0.5,0.083333,0.0,0.0,2.75,12.0,1.0,12.0
zh_native_03097,zh,2.0,4.0,3.444444,12.0,0.191358,0.53125,0.368421,0.0,0.0,5.25,19.0,1.0,19.0
zh_native_03098,zh,8.0,5.0,4.228571,31.0,0.120816,0.5,0.222222,0.0,0.0,12.0,36.0,1.0,36.0
zh_native_03099,zh,5.0,4.0,4.047619,16.0,0.192744,0.6875,0.318182,4.0,0.0,6.75,22.0,1.0,22.0
zh_native_03100,zh,5.0,5.0,4.805556,23.0,0.133488,0.5,0.378378,2.0,0.0,11.0,37.0,1.0,37.0
zh_native_03101,zh,6.0,4.0,3.676471,20.0,0.108131,0.458929,0.428571,6.0,0.0,10.5,35.0,1.0,35.0
zh_native_03102,zh,6.0,5.0,4.192308,23.0,0.161243,0.470455,0.333333,0.0,2.0,10.0,27.0,1.0,27.0
zh_native_03103,zh,6.0,5.0,4.862069,29.0,0.167658,0.674,0.433333,0.0,0.0,11.75,30.0,1.0,30.0
zh_native_03104,zh,2.0,4.0,2.608696,8.0,0.113422,0.5925,0.583333,0.0,2.0,9.5,24.0,1.0,24.0
zh_native_03105,zh,7.0,5.0,4.733333,27.0,0.157778,0.551923,0.258065,8.0,2.0,10.0,31.0,1.0,31.0
zh_native_03106,zh,7.0,6.0,3.916667,34.0,0.108796,0.662069,0.513514,6.0,0.0,13.25,37.0,1.0,37.0
zh_native_03107,zh,5.0,5.0,2.928571,13.0,0.209184,0.666667,0.333333,2.0,0.0,5.25,15.0,1.0,15.0
zh_native_03108,zh,5.0,5.0,4.216216,24.0,0.113952,0.543548,0.421053,0.0,0.0,13.25,38.0,1.0,38.0
zh_native_03109,zh,1.0,3.0,1.888889,7.0,0.209877,0.428571,0.2,0.0,0.0,2.5,10.0,1.0,10.0
zh_native_03110,zh,4.0,4.0,2.894737,11.0,0.152355,0.384615,0.2,0.0,0.0,5.0,20.0,1.0,20.0
zh_native_03111,zh,5.0,4.0,3.964286,23.0,0.141582,0.552632,0.172414,3.0,0.0,7.5,29.0,1.0,29.0
zh_native_03112,zh,2.0,6.0,3.863636,20.0,0.17562,0.466667,0.304348,0.0,0.0,5.5,23.0,1.0,23.0
zh_native_03113,zh,3.0,3.0,3.304348,14.0,0.143667,0.491176,0.166667,0.0,0.0,8.5,24.0,1.0,24.0
zh_native_03114,zh,3.0,5.0,2.789474,15.0,0.073407,0.340625,0.325,0.0,0.0,12.0,40.0,2.0,20.0
zh_native_03115,zh,3.0,7.0,3.484848,17.0,0.105601,0.346552,0.352941,0.0,0.0,10.75,34.0,1.0,34.0
zh_native_03116,zh,4.0,3.0,3.551724,17.0,0.122473,0.375,0.133333,0.0,1.0,8.25,30.0,1.0,30.0
zh_native_03117,zh,4.0,6.0,4.083333,28.0,0.113426,0.442,0.216216,0.0,0.0,11.0,37.0,1.0,37.0
zh_native_03118,zh,2.0,4.0,3.272727,18.0,0.14876,0.4375,0.130435,0.0,1.0,5.5,23.0,1.0,23.0
zh_native_03119,zh,1.0,3.0,2.785714,7.0,0.19898,0.668182,0.266667,0.0,0.0,4.25,15.0,1.0,15.0
zh_native_03120,zh,1.0,3.0,3.0,7.0,0.214286,0.445833,0.4,0.0,4.0,4.5,15.0,1.0,15.0
zh_native_03121,zh,2.0,4.0,3.736842,17.0,0.196676,0.59,0.5,0.0,0.0,6.75,20.0,1.0,20.0
zh_native_03122,zh,3.0,4.0,3.380952,18.0,0.160998,0.46875,0.227273,0.0,1.0,5.25,22.0,1.0,22.0
zh_native_03123,zh,2.0,3.0,2.764706,8.0,0.16263,0.667857,0.277778,3.0,0.0,5.5,18.0,1.0,18.0
zh_native_03124,zh,7.0,3.0,4.4,18.0,0.176,0.683333,0.307692,10.0,0.0,9.0,26.0,1.0,26.0
zh_native_03125,zh,4.0,4.0,4.388889,15.0,0.243827,0.835,0.368421,4.0,0.0,6.25,19.0,1.0,19.0
zh_native_03126,zh,4.0,4.0,4.40625,30.0,0.137695,0.611111,0.30303,0.0,0.0,10.75,33.0,1.0,33.0
zh_native_03127,zh,6.0,5.0,4.866667,27.0,0.162222,0.48125,0.322581,2.0,0.0,10.75,31.0,1.0,31.0
zh_native_03128,zh,4.0,5.0,4.4375,31.0,0.138672,0.545,0.30303,0.0,0.0,10.5,33.0,1.0,33.0
zh_native_03129,zh,6.0,6.0,4.944444,28.0,0.137346,0.395,0.27027,0.0,0.0,11.75,37.0,1.0,37.0
zh_native_03130,zh,4.0,5.0,4.5,20.0,0.1875,0.571429,0.44,3.0,0.0,9.0,25.0,1.0,25.0
zh_native_03131,zh,5.0,5.0,5.230769,25.0,0.201183,0.575,0.185185,6.0,1.0,8.25,27.0,1.0,27.0
zh_native_03132,zh,6.0,6.0,3.724138,26.0,0.128419,0.414,0.233333,3.0,0.0,9.75,30.0,1.0,30.0
zh_native_03133,zh,1.0,4.0,3.636364,19.0,0.165289,0.538889,0.565217,2.0,0.0,8.0,23.0,1.0,23.0
zh_native_03134,zh,11.0,6.0,6.414634,40.0,0.156454,0.514706,0.404762,6.0,0.0,15.0,42.0,1.0,42.0
zh_native_03135,zh,5.0,5.0,5.378378,25.0,0.145362,0.55,0.368421,4.0,1.0,12.25,38.0,1.0,38.0
zh_native_03136,zh,4.0,6.0,4.794118,19.0,0.141003,0.474194,0.285714,0.0,0.0,10.5,35.0,1.0,35.0
zh_native_03137,zh,2.0,3.0,3.666667,13.0,0.244444,0.464286,0.4375,0.0,0.0,5.75,16.0,1.0,16.0
zh_native_03138,zh,4.0,4.0,3.931034,18.0,0.135553,0.425,0.266667,2.0,0.0,8.25,30.0,1.0,30.0
zh_native_03139,zh,7.0,4.0,3.925,26.0,0.098125,0.539706,0.390244,0.0,0.0,14.0,41.0,1.0,41.0
zh_native_03140,zh,5.0,4.0,4.382353,26.0,0.128893,0.591935,0.342857,1.0,0.0,12.25,35.0,1.0,35.0
zh_native_03141,zh,2.0,4.0,3.2,15.0,0.16,0.584375,0.380952,1.0,0.0,6.75,21.0,1.0,21.0
zh_native_03142,zh,3.0,4.0,3.235294,14.0,0.190311,0.461538,0.277778,0.0,1.0,5.25,18.0,1.0,18.0
zh_native_03143,zh,4.0,4.0,3.368421,12.0,0.177285,0.538462,0.25,0.0,0.0,6.5,20.0,1.0,20.0
zh_native_03144,zh,4.0,4.0,3.193548,17.0,0.103018,0.508,0.4375,0.0,1.0,10.75,32.0,1.0,32.0
zh_native_03145,zh,7.0,7.0,5.810811,34.0,0.157049,0.442857,0.315789,3.0,1.0,11.5,38.0,1.0,38.0
zh_native_03146,zh,7.0,5.0,6.097561,37.0,0.148721,0.520588,0.333333,10.0,1.0,15.75,42.0,1.0,42.0
zh_native_03147,zh,4.0,4.0,3.166667,19.0,0.131944,0.608824,0.44,0.0,0.0,7.75,25.0,1.0,25.0
zh_native_03148,zh,3.0,4.0,5.535714,28.0,0.197704,0.5625,0.448276,0.0,0.0,10.0,29.0,1.0,29.0
zh_native_03149,zh,7.0,5.0,5.319149,39.0,0.113173,0.705,0.416667,6.0,0.0,17.25,48.0,1.0,48.0
zh_native_03150,zh,9.0,6.0,6.023256,43.0,0.140076,0.725714,0.477273,10.0,0.0,16.5,44.0,1.0,44.0
zh_native_03151,zh,4.0,4.0,3.4375,13.0,0.214844,0.8,0.411765,6.0,0.0,6.5,17.0,1.0,17.0
zh_native_03152,zh,8.0,5.0,6.076923,37.0,0.155819,0.651613,0.3,8.0,0.0,13.5,40.0,1.0,40.0
zh_native_03153,zh,5.0,4.0,3.46875,17.0,0.108398,0.388,0.212121,2.0,0.0,9.75,33.0,1.0,33.0
zh_native_03154,zh,5.0,4.0,3.25,11.0,0.203125,0.239286,0.235294,7.0,0.0,6.5,17.0,1.0,17.0
zh_native_03155,zh,12.0,7.0,4.622222,40.0,0.102716,0.366216,0.282609,9.0,1.0,16.5,46.0,1.0,46.0
zh_native_03156,zh,10.0,6.0,5.55,32.0,0.13875,0.53871,0.292683,4.0,2.0,14.5,41.0,1.0,41.0
zh_native_03157,zh,9.0,6.0,4.875,30.0,0.152344,0.453571,0.272727,5.0,1.0,11.25,33.0,1.0,33.0
zh_native_03158,zh,13.0,5.0,3.627907,38.0,0.08437,0.536486,0.318182,9.0,0.0,17.75,44.0,1.0,44.0
zh_native_03159,zh,5.0,3.0,2.888889,13.0,0.160494,0.357143,0.105263,0.0,0.0,4.0,19.0,1.0,19.0
zh_native_03160,zh,2.0,3.0,2.454545,6.0,0.22314,0.833333,0.25,0.0,0.0,4.5,12.0,1.0,12.0
zh_native_03161,zh,2.0,4.0,3.235294,10.0,0.190311,0.571429,0.333333,0.0,0.0,5.25,18.0,1.0,18.0
zh_native_03162,zh,2.0,5.0,3.12,11.0,0.1248,0.463889,0.192308,2.0,0.0,7.25,26.0,1.0,26.0
zh_native_03163,zh,4.0,5.0,4.666667,35.0,0.12963,0.507143,0.405405,3.0,0.0,11.5,37.0,1.0,37.0
zh_native_03164,zh,3.0,4.0,4.176471,16.0,0.245675,0.392857,0.333333,0.0,0.0,5.0,18.0,1.0,18.0
zh_native_03165,zh,1.0,3.0,2.625,7.0,0.328125,0.54375,0.222222,0.0,0.0,3.25,9.0,1.0,9.0
zh_native_03166,zh,1.0,3.0,3.466667,12.0,0.231111,0.695833,0.5,1.0,0.0,6.0,16.0,1.0,16.0
zh_native_03167,zh,5.0,5.0,5.848485,25.0,0.177227,0.453571,0.294118,1.0,0.0,10.5,34.0,1.0,34.0
zh_native_03168,zh,2.0,3.0,3.083333,10.0,0.256944,0.5,0.384615,0.0,0.0,4.25,13.0,1.0,13.0
zh_native_03169,zh,1.0,5.0,2.72,20.0,0.1088,0.3675,0.346154,0.0,0.0,7.5,26.0,1.0,26.0
zh_native_03170,zh,8.0,5.0,4.325,37.0,0.108125,0.558824,0.268293,5.0,0.0,13.75,41.0,1.0,41.0
zh_native_03171,zh,4.0,4.0,3.863636,13.0,0.17562,0.491176,0.434783,6.0,0.0,7.0,23.0,1.0,23.0
zh_native_03172,zh,6.0,5.0,2.782609,13.0,0.120983,0.527778,0.125,6.0,0.0,7.75,24.0,1.0,24.0
zh_native_03173,zh,4.0,5.0,2.9375,15.0,0.183594,0.590909,0.176471,0.0,0.0,5.0,17.0,1.0,17.0
zh_native_03174,zh,6.0,6.0,4.310345,27.0,0.148633,0.568,0.233333,2.0,1.0,10.0,30.0,1.0,30.0
zh_native_03175,zh,8.0,6.0,5.34,45.0,0.1068,0.544737,0.392157,0.0,1.0,17.75,51.0,1.0,51.0
zh_native_03176,zh,5.0,7.0,4.275862,27.0,0.147444,0.652273,0.266667,4.0,0.0,9.75,30.0,1.0,30.0
zh_native_03177,zh,5.0,6.0,3.527778,18.0,0.097994,0.49697,0.324324,0.0,2.0,14.0,37.0,1.0,37.0
zh_native_03178,zh,1.0,3.0,2.25,6.0,0.1875,0.761111,0.538462,0.0,0.0,4.25,13.0,1.0,13.0
zh_native_03179,zh,3.0,4.0,4.434783,23.0,0.192817,0.552632,0.25,0.0,0.0,7.5,24.0,1.0,24.0
