id,language,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length
en_native_02884,en,2.0,3.0,3.777778,17.0,0.209877,0.57,0.631579,0.0,0.0,2.571429,19.0,1.0,19.0
en_native_02885,en,4.0,7.0,3.853659,36.0,0.093992,0.762,0.52381,3.0,0.0,4.714286,42.0,1.0,42.0
en_native_02886,en,1.0,7.0,3.787879,30.0,0.114784,0.41875,0.529412,0.0,0.0,2.571429,34.0,1.0,34.0
en_native_02887,en,7.0,8.0,3.305556,32.0,0.091821,0.702381,0.459459,5.0,1.0,4.285714,37.0,1.0,37.0
en_native_02888,en,2.0,6.0,3.0,18.0,0.15,0.621429,0.714286,0.0,0.0,2.571429,21.0,1.0,21.0
en_native_02889,en,3.0,5.0,4.6,28.0,0.153333,0.669231,0.516129,3.0,0.0,3.428571,31.0,1.0,31.0
en_native_02890,en,3.0,6.0,3.694444,31.0,0.102623,0.416667,0.459459,3.0,1.0,3.571429,37.0,1.0,37.0
en_native_02891,en,1.0,6.0,2.578947,13.0,0.135734,0.416667,0.45,0.0,0.0,1.285714,20.0,1.0,20.0
en_native_02892,en,2.0,5.0,3.542857,33.0,0.101224,0.427778,0.583333,3.0,0.0,3.0,36.0,1.0,36.0
en_native_02893,en,2.0,5.0,3.541667,20.0,0.147569,0.4625,0.52,0.0,0.0,2.142857,25.0,1.0,25.0
en_native_02894,en,1.0,3.0,3.294118,10.0,0.193772,0.594444,0.611111,0.0,4.0,2.285714,18.0,1.0,18.0
en_native_02895,en,2.0,3.0,3.904762,11.0,0.185941,0.636364,0.454545,0.0,0.0,2.0,22.0,1.0,22.0
en_native_02896,en,4.0,4.0,2.944444,15.0,0.16358,0.363636,0.421053,3.0,0.0,2.428571,19.0,1.0,19.0
en_native_02897,en,2.0,3.0,4.428571,13.0,0.316327,0.714286,0.533333,0.0,0.0,1.857143,15.0,1.0,15.0
en_native_02898,en,6.0,9.0,4.0,41.0,0.08,0.494,0.392157,0.0,1.0,5.714286,51.0,1.0,51.0
en_native_02899,en,4.0,9.0,3.885714,27.0,0.11102,0.557143,0.527778,2.0,0.0,4.285714,36.0,1.0,36.0
en_native_02900,en,4.0,5.0,3.2,22.0,0.128,0.428571,0.423077,5.0,1.0,3.428571,26.0,1.0,26.0
en_native_02901,en,4.0,5.0,3.758621,15.0,0.129608,0.69,0.6,3.0,1.0,3.857143,30.0,1.0,30.0
en_native_02902,en,4.0,6.0,5.789474,37.0,0.152355,0.386842,0.435897,5.0,1.0,4.857143,39.0,1.0,39.0
en_native_02903,en,3.0,4.0,2.736842,9.0,0.144044,0.333333,0.5,0.0,3.0,2.285714,20.0,1.0,20.0
en_native_02904,en,7.0,7.0,4.107143,28.0,0.073342,0.55,0.526316,3.0,4.0,6.714286,57.0,1.0,57.0
en_native_02905,en,2.0,5.0,3.478261,13.0,0.151229,0.714286,0.583333,0.0,0.0,3.0,24.0,1.0,24.0
en_native_02906,en,4.0,8.0,4.333333,20.0,0.131313,0.55,0.529412,5.0,2.0,3.857143,34.0,1.0,34.0
en_native_02907,en,5.0,8.0,3.296296,21.0,0.122085,0.384615,0.321429,5.0,0.0,3.428571,28.0,1.0,28.0
en_native_02908,en,2.0,3.0,3.066667,9.0,0.204444,0.555556,0.375,0.0,0.0,1.714286,16.0,1.0,16.0
en_native_02909,en,3.0,6.0,3.884615,15.0,0.149408,0.6875,0.592593,3.0,1.0,3.285714,27.0,1.0,27.0
en_native_02910,en,2.0,6.0,4.40625,25.0,0.137695,0.696154,0.545455,0.0,0.0,3.714286,33.0,1.0,33.0
en_native_02911,en,6.0,7.0,4.029412,17.0,0.118512,0.65,0.4,9.0,0.0,4.428571,35.0,1.0,35.0
en_native_02912,en,10.0,9.0,2.921053,29.0,0.038435,0.630392,0.571429,4.0,2.0,10.571429,77.0,1.0,77.0
en_native_02913,en,2.0,4.0,3.625,21.0,0.151042,0.491176,0.84,0.0,2.0,3.285714,25.0,1.0,25.0
en_native_02914,en,3.0,11.0,3.15625,30.0,0.098633,0.723684,0.727273,3.0,1.0,4.285714,33.0,1.0,33.0
en_native_02915,en,2.0,4.0,2.4,10.0,0.16,0.545455,0.5625,0.0,0.0,2.0,16.0,1.0,16.0
en_native_02916,en,3.0,4.0,2.8125,8.0,0.175781,0.222222,0.529412,0.0,2.0,1.571429,17.0,1.0,17.0
en_native_02917,en,4.0,6.0,3.121212,27.0,0.094582,0.773684,0.588235,5.0,0.0,4.0,34.0,1.0,34.0
en_native_02918,en,4.0,6.0,3.210526,9.0,0.168975,0.363636,0.5,3.0,1.0,2.285714,20.0,1.0,20.0
en_native_02919,en,2.0,4.0,3.238095,15.0,0.154195,0.609091,0.727273,0.0,1.0,3.0,22.0,1.0,22.0
en_native_02920,en,3.0,3.0,4.0,18.0,0.2,0.725,0.571429,4.0,1.0,2.428571,21.0,1.0,21.0
en_native_02921,en,1.0,3.0,2.5,7.0,0.178571,0.814286,0.466667,0.0,0.0,1.571429,15.0,1.0,15.0
en_native_02922,en,5.0,5.0,3.272727,16.0,0.099174,0.688235,0.428571,3.0,0.0,3.857143,35.0,2.0,17.5
en_native_02923,en,4.0,4.0,3.090909,19.0,0.140496,0.558333,0.347826,6.0,0.0,3.0,23.0,1.0,23.0
en_native_02924,en,2.0,4.0,3.272727,14.0,0.14876,0.733333,0.521739,0.0,0.0,2.428571,23.0,1.0,23.0
en_native_02925,en,2.0,5.0,3.92,24.0,0.1568,0.73125,0.615385,0.0,1.0,3.0,26.0,1.0,26.0
en_native_02926,en,1.0,5.0,3.702703,33.0,0.100073,0.604762,0.736842,0.0,0.0,5.0,38.0,1.0,38.0
en_native_02927,en,2.0,3.0,3.071429,12.0,0.219388,0.3,0.466667,3.0,0.0,1.857143,15.0,1.0,15.0
en_native_02928,en,5.0,5.0,3.333333,29.0,0.079365,0.414,0.522727,0.0,1.0,4.857143,44.0,2.0,22.0
en_native_02929,en,3.0,5.0,3.458333,15.0,0.144097,0.623333,0.6,2.0,1.0,3.0,25.0,1.0,25.0
en_native_02930,en,1.0,4.0,2.857143,10.0,0.136054,0.577273,0.636364,0.0,0.0,2.0,22.0,1.0,22.0
en_native_02931,en,1.0,4.0,2.733333,9.0,0.182222,0.67,0.625,0.0,0.0,1.857143,16.0,1.0,16.0
en_native_02932,en,2.0,9.0,3.275862,27.0,0.112961,0.546875,0.533333,0.0,0.0,3.142857,30.0,1.0,30.0
en_native_02933,en,13.0,6.0,4.428571,34.0,0.039541,0.75,0.53913,18.0,1.0,11.0,115.0,3.0,38.333333
en_native_02934,en,3.0,7.0,4.23913,45.0,0.092155,0.732692,0.659574,3.0,1.0,5.714286,47.0,1.0,47.0
en_native_02935,en,3.0,5.0,3.347826,21.0,0.145558,0.515385,0.541667,3.0,0.0,2.571429,24.0,1.0,24.0
en_native_02936,en,2.0,4.0,3.423077,20.0,0.131657,0.815625,0.62963,2.0,1.0,3.142857,27.0,1.0,27.0
en_native_02937,en,4.0,6.0,4.69697,31.0,0.142332,0.669048,0.617647,5.0,0.0,3.857143,34.0,1.0,34.0
en_native_02938,en,3.0,7.0,3.2,25.0,0.106667,0.7125,0.548387,3.0,0.0,3.285714,31.0,1.0,31.0
en_native_02939,en,3.0,4.0,3.423077,23.0,0.131657,0.634211,0.37037,3.0,0.0,3.142857,27.0,1.0,27.0
en_native_02940,en,5.0,8.0,3.72093,41.0,0.086533,0.723077,0.568182,6.0,2.0,4.285714,44.0,1.0,44.0
en_native_02941,en,2.0,4.0,3.055556,15.0,0.169753,0.438462,0.315789,0.0,0.0,1.857143,19.0,1.0,19.0
en_native_02942,en,1.0,3.0,3.4375,12.0,0.214844,0.5,0.647059,0.0,0.0,1.714286,17.0,1.0,17.0
en_native_02943,en,4.0,6.0,3.6,25.0,0.08,0.680769,0.521739,0.0,0.0,5.428571,46.0,1.0,46.0
en_native_02944,en,2.0,6.0,3.285714,14.0,0.117347,0.590625,0.655172,0.0,0.0,3.714286,29.0,1.0,29.0
en_native_02945,en,2.0,3.0,3.1875,11.0,0.199219,0.777778,0.411765,3.0,3.0,2.142857,17.0,1.0,17.0
en_native_02946,en,3.0,8.0,3.5,34.0,0.097222,0.6525,0.621622,3.0,0.0,4.428571,37.0,1.0,37.0
en_native_02947,en,5.0,5.0,3.766667,22.0,0.125556,0.721053,0.419355,6.0,0.0,3.428571,31.0,1.0,31.0
en_native_02948,en,6.0,8.0,5.145161,38.0,0.082986,0.721875,0.428571,9.0,2.0,6.714286,63.0,1.0,63.0
en_native_02949,en,7.0,8.0,3.018519,28.0,0.055898,0.496774,0.491228,0.0,1.0,6.285714,57.0,3.0,19.0
en_native_02950,en,6.0,12.0,3.960784,46.0,0.077662,0.71129,0.576923,8.0,2.0,6.428571,52.0,1.0,52.0
en_native_02951,en,3.0,6.0,3.045455,13.0,0.13843,0.592308,0.652174,0.0,3.0,2.857143,23.0,1.0,23.0
en_native_02952,en,4.0,6.0,3.114286,18.0,0.08898,0.493478,0.527778,3.0,3.0,4.285714,36.0,1.0,36.0
en_native_02953,en,6.0,6.0,3.512821,35.0,0.090072,0.638636,0.35,11.0,7.0,4.571429,40.0,1.0,40.0
en_native_02954,en,3.0,5.0,2.763158,13.0,0.072715,0.725,0.55,0.0,0.0,4.857143,40.0,2.0,20.0
en_native_02955,en,2.0,5.0,3.736842,17.0,0.196676,0.272727,0.55,3.0,3.0,2.428571,20.0,1.0,20.0
en_native_02956,en,1.0,3.0,2.6875,7.0,0.167969,0.594444,0.647059,0.0,0.0,2.0,17.0,1.0,17.0
en_native_02957,en,2.0,4.0,3.363636,21.0,0.152893,0.669231,0.565217,0.0,0.0,2.428571,23.0,1.0,23.0
en_native_02958,en,1.0,3.0,3.526316,14.0,0.185596,0.545455,0.55,0.0,0.0,2.0,20.0,1.0,20.0
en_native_02959,en,2.0,6.0,3.482759,27.0,0.120095,0.686842,0.5,0.0,1.0,3.285714,30.0,1.0,30.0
en_native_02960,en,1.0,4.0,3.190476,13.0,0.151927,0.667857,0.681818,0.0,0.0,2.428571,22.0,1.0,22.0
en_native_02961,en,1.0,3.0,2.5,6.0,0.3125,0.4,0.444444,0.0,0.0,1.142857,9.0,1.0,9.0
en_native_02962,en,1.0,3.0,2.466667,7.0,0.164444,0.41875,0.625,0.0,3.0,1.714286,16.0,1.0,16.0
en_native_02963,en,2.0,4.0,2.4375,8.0,0.152344,0.47,0.588235,0.0,0.0,2.0,17.0,1.0,17.0
en_native_02964,en,2.0,5.0,3.607143,23.0,0.128827,0.403333,0.586207,3.0,6.0,3.285714,29.0,1.0,29.0
en_native_02965,en,4.0,6.0,4.366667,40.0,0.072778,0.632432,0.639344,6.0,2.0,7.714286,61.0,1.0,61.0
en_native_02966,en,1.0,6.0,3.185185,13.0,0.11797,0.570588,0.607143,0.0,1.0,3.0,28.0,1.0,28.0
en_native_02967,en,3.0,4.0,3.954545,20.0,0.179752,0.65,0.565217,3.0,0.0,2.714286,23.0,1.0,23.0
en_native_02968,en,2.0,5.0,2.68,12.0,0.1072,0.666667,0.423077,0.0,0.0,3.428571,26.0,1.0,26.0
en_native_02969,en,2.0,5.0,3.783784,21.0,0.102264,0.55,0.710526,0.0,0.0,4.428571,38.0,1.0,38.0
en_native_02970,en,2.0,4.0,2.9375,12.0,0.183594,0.6,0.529412,0.0,0.0,2.0,17.0,1.0,17.0
en_native_02971,en,4.0,6.0,3.548387,29.0,0.114464,0.526316,0.46875,0.0,0.0,4.0,32.0,1.0,32.0
en_native_02972,en,2.0,6.0,4.151515,27.0,0.125803,0.4375,0.470588,0.0,0.0,4.0,34.0,1.0,34.0
en_native_02973,en,2.0,4.0,3.24,12.0,0.1296,0.788235,0.461538,0.0,1.0,3.142857,26.0,1.0,26.0
en_native_02974,en,3.0,8.0,3.833333,29.0,0.127778,0.631579,0.516129,2.0,1.0,3.714286,31.0,1.0,31.0
en_native_02975,en,4.0,6.0,3.153846,19.0,0.121302,0.594444,0.555556,0.0,0.0,3.285714,27.0,1.0,27.0
en_native_02976,en,2.0,6.0,4.032258,24.0,0.130073,0.775,0.40625,0.0,0.0,3.428571,32.0,1.0,32.0
en_native_02977,en,1.0,5.0,3.366667,20.0,0.112222,0.536667,0.709677,0.0,0.0,3.571429,31.0,1.0,31.0
en_native_02978,en,4.0,5.0,3.862069,27.0,0.133175,0.65,0.6,0.0,1.0,3.857143,30.0,1.0,30.0
en_native_02979,en,1.0,5.0,4.135135,23.0,0.11176,0.604762,0.684211,0.0,0.0,5.0,38.0,1.0,38.0
en_native_02980,en,3.0,8.0,3.214286,30.0,0.076531,0.67,0.534884,3.0,0.0,4.714286,43.0,1.0,43.0
en_native_02981,en,4.0,4.0,2.9375,15.0,0.183594,0.64,0.176471,3.0,0.0,2.0,17.0,1.0,17.0
en_native_02982,en,5.0,5.0,3.5,16.0,0.125,0.48125,0.586207,4.0,0.0,3.857143,29.0,1.0,29.0
en_native_02983,en,3.0,4.0,3.285714,10.0,0.234694,0.411111,0.4,0.0,0.0,1.714286,15.0,1.0,15.0
en_native_02984,en,1.0,3.0,1.75,3.0,0.21875,0.814286,0.444444,0.0,0.0,1.142857,9.0,1.0,9.0
en_native_02985,en,1.0,10.0,3.765957,45.0,0.080127,0.808621,0.6875,0.0,1.0,6.0,48.0,1.0,48.0
en_native_02986,en,3.0,6.0,2.96875,24.0,0.092773,0.8225,0.606061,0.0,0.0,3.714286,33.0,1.0,33.0
en_native_02987,en,7.0,8.0,4.311111,30.0,0.095802,0.67,0.478261,3.0,4.0,5.857143,46.0,1.0,46.0
en_native_02988,en,2.0,3.0,2.866667,8.0,0.191111,0.444444,0.25,0.0,0.0,1.571429,16.0,1.0,16.0
en_native_02989,en,7.0,6.0,3.769231,35.0,0.096647,0.563158,0.425,6.0,0.0,5.142857,40.0,1.0,40.0
en_native_02990,en,3.0,5.0,4.025,33.0,0.100625,0.669444,0.585366,5.0,0.0,5.142857,41.0,1.0,41.0
en_native_02991,en,3.0,6.0,4.674419,27.0,0.108707,0.611364,0.522727,3.0,1.0,5.0,44.0,1.0,44.0
en_native_02992,en,6.0,7.0,3.763158,34.0,0.09903,0.590476,0.384615,0.0,1.0,4.714286,39.0,1.0,39.0
en_native_02993,en,2.0,3.0,3.0,9.0,0.25,0.5,0.307692,0.0,0.0,1.571429,13.0,1.0,13.0
en_native_02994,en,3.0,9.0,3.205882,31.0,0.094291,0.628125,0.428571,3.0,0.0,4.428571,35.0,1.0,35.0
en_native_02995,en,5.0,7.0,3.833333,20.0,0.127778,0.485,0.419355,0.0,0.0,3.571429,31.0,1.0,31.0
en_native_02996,en,6.0,5.0,2.818182,15.0,0.128099,0.25,0.304348,4.0,0.0,2.285714,23.0,1.0,23.0
en_native_02997,en,3.0,11.0,3.714286,47.0,0.075802,0.553448,0.54,0.0,0.0,5.857143,50.0,1.0,50.0
en_native_02998,en,2.0,7.0,3.16,20.0,0.1264,0.48125,0.538462,0.0,1.0,3.142857,26.0,1.0,26.0
en_native_02999,en,8.0,7.0,3.787234,28.0,0.080579,0.56,0.395833,3.0,0.0,5.714286,48.0,1.0,48.0
en_native_03000,en,10.0,8.0,4.21875,37.0,0.065918,0.532432,0.476923,4.0,0.0,8.0,65.0,1.0,65.0
en_native_03001,en,3.0,6.0,2.857143,19.0,0.136054,0.717857,0.636364,3.0,2.0,3.142857,22.0,1.0,22.0
en_native_03002,en,7.0,5.0,3.5,33.0,0.083333,0.607692,0.418605,4.0,0.0,4.857143,43.0,1.0,43.0
en_native_03003,en,1.0,6.0,2.45,7.0,0.1225,0.538462,0.571429,0.0,1.0,2.0,21.0,1.0,21.0
en_native_03004,en,3.0,4.0,3.0,10.0,0.142857,0.796154,0.590909,0.0,1.0,2.428571,22.0,1.0,22.0
en_native_03005,en,1.0,3.0,3.0,12.0,0.214286,0.578571,0.733333,0.0,0.0,1.857143,15.0,1.0,15.0
en_native_03006,en,1.0,3.0,2.1,5.0,0.21,0.3375,0.454545,0.0,0.0,1.142857,11.0,1.0,11.0
en_native_03007,en,1.0,3.0,2.923077,11.0,0.224852,0.63125,0.642857,0.0,0.0,1.571429,14.0,1.0,14.0
en_native_03008,en,6.0,6.0,3.212766,22.0,0.068357,0.396296,0.530612,0.0,2.0,5.285714,49.0,2.0,24.5
en_native_03009,en,1.0,5.0,2.866667,11.0,0.191111,0.635,0.5625,0.0,0.0,2.0,16.0,1.0,16.0
en_native_03010,en,4.0,5.0,3.3125,24.0,0.103516,0.652632,0.575758,0.0,4.0,3.857143,33.0,1.0,33.0
en_native_03011,en,3.0,6.0,2.73913,14.0,0.119093,0.571429,0.625,2.0,1.0,2.857143,24.0,1.0,24.0
en_native_03012,en,2.0,6.0,3.866667,20.0,0.128889,0.407143,0.677419,0.0,0.0,3.142857,31.0,1.0,31.0
en_native_03013,en,4.0,7.0,3.129032,28.0,0.100937,0.767647,0.46875,3.0,1.0,4.142857,32.0,1.0,32.0
en_native_03014,en,2.0,6.0,3.30303,27.0,0.100092,0.725,0.588235,3.0,1.0,4.714286,34.0,1.0,34.0
en_native_03015,en,1.0,4.0,3.277778,12.0,0.182099,0.67,0.473684,0.0,0.0,1.857143,19.0,1.0,19.0
en_native_03016,en,5.0,8.0,4.025641,38.0,0.103222,0.5175,0.536585,3.0,0.0,4.714286,41.0,2.0,20.5
en_native_03017,en,1.0,6.0,4.47619,20.0,0.213152,0.57,0.590909,0.0,1.0,2.142857,22.0,1.0,22.0
en_native_03018,en,2.0,6.0,3.045455,20.0,0.13843,0.7,0.521739,0.0,3.0,3.142857,23.0,1.0,23.0
en_native_03019,en,4.0,5.0,3.6,12.0,0.144,0.669231,0.346154,3.0,0.0,2.714286,26.0,1.0,26.0
en_native_03020,en,2.0,4.0,3.421053,10.0,0.180055,0.672222,0.4,0.0,0.0,2.571429,20.0,1.0,20.0
en_native_03021,en,1.0,4.0,3.318182,18.0,0.150826,0.641667,0.608696,0.0,0.0,3.142857,23.0,1.0,23.0
en_native_03022,en,1.0,5.0,3.48,20.0,0.1392,0.577273,0.615385,0.0,0.0,2.714286,26.0,1.0,26.0
en_native_03023,en,2.0,4.0,4.586207,25.0,0.158145,0.723077,0.533333,0.0,0.0,3.571429,30.0,1.0,30.0
en_native_03024,en,3.0,5.0,3.529412,21.0,0.103806,0.605,0.685714,3.0,2.0,4.428571,35.0,1.0,35.0
en_native_03025,en,4.0,8.0,4.325581,35.0,0.100595,0.590476,0.5,6.0,0.0,5.428571,44.0,1.0,44.0
en_native_03026,en,4.0,5.0,3.37931,26.0,0.116528,0.6375,0.5,0.0,0.0,3.428571,30.0,1.0,30.0
en_native_03027,en,6.0,7.0,4.625,29.0,0.115625,0.577273,0.439024,3.0,0.0,4.571429,41.0,1.0,41.0
en_native_03028,en,2.0,3.0,2.727273,7.0,0.247934,0.5,0.333333,0.0,0.0,1.428571,12.0,1.0,12.0
en_native_03029,en,3.0,6.0,3.16,16.0,0.1264,0.8375,0.423077,3.0,0.0,3.0,26.0,1.0,26.0
en_native_03030,en,4.0,8.0,2.785714,24.0,0.09949,0.840625,0.517241,7.0,0.0,3.857143,29.0,1.0,29.0
en_native_03031,en,1.0,8.0,3.181818,30.0,0.096419,0.72,0.647059,0.0,0.0,4.142857,34.0,1.0,34.0
en_native_03032,en,6.0,6.0,5.125,28.0,0.160156,0.528571,0.30303,3.0,0.0,4.0,33.0,1.0,33.0
en_native_03033,en,4.0,6.0,5.441176,31.0,0.160035,0.49,0.542857,0.0,3.0,3.857143,35.0,1.0,35.0
en_native_03034,en,5.0,4.0,3.121212,14.0,0.094582,0.556667,0.416667,0.0,0.0,4.0,36.0,3.0,12.0
en_native_03035,en,5.0,5.0,3.742857,29.0,0.106939,0.590476,0.444444,3.0,3.0,4.285714,36.0,1.0,36.0
en_native_03036,en,1.0,4.0,3.896552,24.0,0.134364,0.646875,0.666667,0.0,0.0,3.571429,30.0,1.0,30.0
en_native_03037,en,1.0,5.0,3.2,21.0,0.128,0.672727,0.653846,0.0,0.0,2.857143,26.0,1.0,26.0
en_native_03038,en,4.0,5.0,4.25,26.0,0.151786,0.6125,0.448276,3.0,0.0,3.714286,29.0,1.0,29.0
en_native_03039,en,4.0,8.0,3.09375,22.0,0.09668,0.473684,0.515152,3.0,4.0,4.285714,33.0,1.0,33.0
en_native_03040,en,1.0,3.0,2.642857,6.0,0.188776,0.814286,0.666667,0.0,0.0,1.857143,15.0,1.0,15.0
en_native_03041,en,2.0,3.0,3.076923,9.0,0.236686,0.4,0.214286,2.0,0.0,1.428571,14.0,1.0,14.0
en_native_03042,en,5.0,9.0,4.146341,36.0,0.10113,0.55625,0.595238,0.0,1.0,5.142857,42.0,1.0,42.0
en_native_03043,en,4.0,8.0,3.785714,41.0,0.090136,0.67,0.581395,3.0,1.0,5.285714,43.0,1.0,43.0
en_native_03044,en,2.0,7.0,3.447368,35.0,0.09072,0.621429,0.717949,0.0,1.0,4.714286,39.0,1.0,39.0
en_native_03045,en,1.0,3.0,3.217391,16.0,0.139887,0.692857,0.708333,0.0,0.0,2.857143,24.0,1.0,24.0
en_native_03046,en,1.0,3.0,1.888889,4.0,0.209877,0.385714,0.4,0.0,0.0,1.0,10.0,1.0,10.0
en_native_03047,en,2.0,3.0,4.193548,24.0,0.135276,0.466667,0.5625,3.0,3.0,3.714286,32.0,1.0,32.0
en_native_03048,en,6.0,6.0,2.981818,13.0,0.054215,0.598485,0.534483,0.0,1.0,6.714286,58.0,3.0,19.333333
en_native_03049,en,1.0,6.0,3.72,19.0,0.1488,0.5875,0.615385,0.0,0.0,2.857143,26.0,1.0,26.0
en_native_03050,en,1.0,6.0,3.481481,19.0,0.128944,0.521875,0.607143,0.0,0.0,2.428571,28.0,1.0,28.0
en_native_03051,en,4.0,8.0,3.105263,22.0,0.081717,0.667391,0.564103,0.0,0.0,4.285714,39.0,1.0,39.0
en_native_03052,en,2.0,4.0,2.772727,11.0,0.126033,0.592308,0.695652,3.0,0.0,2.857143,23.0,1.0,23.0
en_native_03053,en,4.0,6.0,4.136364,21.0,0.188017,0.533333,0.434783,3.0,0.0,3.142857,23.0,1.0,23.0
en_native_03054,en,4.0,5.0,3.083333,20.0,0.128472,0.5,0.4,3.0,0.0,2.571429,25.0,1.0,25.0
en_native_03055,en,4.0,6.0,3.705882,18.0,0.108997,0.683333,0.6,3.0,2.0,4.142857,35.0,1.0,35.0
en_native_03056,en,5.0,4.0,2.681818,11.0,0.121901,0.5,0.304348,0.0,3.0,3.0,23.0,1.0,23.0
en_native_03057,en,3.0,4.0,2.692308,11.0,0.207101,0.5,0.285714,3.0,3.0,1.857143,14.0,1.0,14.0
en_native_03058,en,2.0,6.0,2.545455,14.0,0.115702,0.671429,0.521739,0.0,0.0,2.857143,23.0,1.0,23.0
en_native_03059,en,4.0,4.0,3.939394,22.0,0.119376,0.652381,0.470588,2.0,0.0,4.142857,34.0,1.0,34.0
en_native_03060,en,4.0,6.0,3.454545,16.0,0.104683,0.726316,0.5,4.0,3.0,4.0,34.0,1.0,34.0
en_native_03061,en,2.0,3.0,2.8,10.0,0.186667,0.7125,0.375,0.0,0.0,2.0,16.0,1.0,16.0
en_native_03062,en,3.0,5.0,3.428571,13.0,0.122449,0.666667,0.37931,0.0,0.0,3.285714,29.0,1.0,29.0
en_native_03063,en,2.0,6.0,4.033333,25.0,0.134444,0.633333,0.612903,0.0,0.0,3.714286,31.0,1.0,31.0
en_native_03064,en,2.0,5.0,3.777778,25.0,0.139918,0.396875,0.571429,0.0,0.0,3.142857,28.0,1.0,28.0
en_native_03065,en,8.0,7.0,3.37037,25.0,0.062414,0.433333,0.375,6.0,10.0,6.428571,56.0,2.0,28.0
en_native_03066,en,3.0,5.0,3.444444,25.0,0.127572,0.688235,0.571429,0.0,0.0,3.571429,28.0,1.0,28.0
en_native_03067,en,5.0,6.0,3.439024,13.0,0.083879,0.722917,0.547619,3.0,3.0,5.142857,42.0,1.0,42.0
en_native_03068,en,3.0,5.0,3.818182,33.0,0.115702,0.73125,0.676471,0.0,0.0,4.142857,34.0,1.0,34.0
en_native_03069,en,1.0,3.0,2.764706,8.0,0.16263,0.5,0.555556,0.0,0.0,1.714286,18.0,1.0,18.0
en_native_03070,en,2.0,4.0,3.25,14.0,0.203125,0.6,0.588235,3.0,1.0,2.0,17.0,1.0,17.0
en_native_03071,en,1.0,3.0,2.764706,7.0,0.16263,0.375,0.5,0.0,0.0,1.714286,18.0,1.0,18.0
en_native_03072,en,2.0,6.0,3.238095,15.0,0.154195,0.304545,0.545455,0.0,0.0,2.0,22.0,1.0,22.0
en_native_03073,en,2.0,5.0,2.6,8.0,0.086667,0.470588,0.53125,0.0,0.0,3.0,32.0,2.0,16.0
en_native_03074,en,1.0,3.0,2.363636,8.0,0.214876,0.285714,0.416667,0.0,0.0,1.285714,12.0,1.0,12.0
en_native_03075,en,1.0,6.0,3.541667,13.0,0.147569,0.5,0.52,0.0,0.0,2.428571,25.0,1.0,25.0
en_native_03076,en,2.0,4.0,3.375,14.0,0.210938,0.375,0.352941,0.0,0.0,1.428571,17.0,1.0,17.0
en_native_03077,en,2.0,3.0,2.857143,12.0,0.204082,0.375,0.333333,3.0,2.0,1.857143,15.0,1.0,15.0
en_native_03078,en,1.0,3.0,2.8125,8.0,0.175781,0.725,0.647059,0.0,0.0,2.142857,17.0,1.0,17.0
en_native_03079,en,3.0,7.0,3.181818,26.0,0.096419,0.457895,0.705882,0.0,1.0,3.857143,34.0,1.0,34.0
en_native_03080,en,3.0,4.0,2.875,13.0,0.119792,0.333333,0.52,0.0,0.0,2.714286,25.0,1.0,25.0
en_native_03081,en,3.0,4.0,3.171429,18.0,0.090612,0.421053,0.583333,0.0,3.0,4.0,36.0,1.0,36.0
en_native_03082,en,2.0,5.0,2.92,16.0,0.1168,0.69,0.5,0.0,0.0,3.0,26.0,1.0,26.0
en_native_03083,en,1.0,4.0,2.5,12.0,0.138889,0.7125,0.526316,0.0,0.0,1.857143,19.0,1.0,19.0
en_native_03084,en,3.0,5.0,5.25,32.0,0.164062,0.828947,0.545455,0.0,5.0,3.714286,33.0,1.0,33.0
en_native_03085,en,3.0,5.0,3.583333,19.0,0.099537,0.739474,0.567568,0.0,0.0,4.571429,37.0,1.0,37.0
en_native_03086,en,6.0,7.0,3.575,38.0,0.089375,0.47037,0.463415,3.0,0.0,5.571429,41.0,1.0,41.0
en_native_03087,en,4.0,6.0,3.459459,26.0,0.093499,0.628,0.552632,3.0,1.0,4.857143,38.0,1.0,38.0
en_native_03088,en,7.0,7.0,5.283019,41.0,0.09968,0.531481,0.462963,3.0,0.0,6.571429,54.0,1.0,54.0
en_native_03089,en,3.0,9.0,3.5,30.0,0.109375,0.521875,0.606061,3.0,0.0,4.285714,33.0,1.0,33.0
en_native_03090,en,3.0,6.0,3.136364,15.0,0.142562,0.558333,0.434783,0.0,0.0,2.857143,23.0,1.0,23.0
en_native_03091,en,5.0,6.0,4.333333,46.0,0.090278,0.577586,0.571429,3.0,1.0,5.714286,49.0,1.0,49.0
en_native_03092,en,4.0,7.0,4.1875,23.0,0.130859,0.538889,0.515152,3.0,0.0,4.0,33.0,1.0,33.0
en_native_03093,en,5.0,6.0,3.844444,38.0,0.085432,0.558333,0.434783,5.0,0.0,5.857143,46.0,1.0,46.0
en_native_03094,en,4.0,6.0,3.441176,24.0,0.101211,0.6525,0.428571,0.0,0.0,4.142857,35.0,1.0,35.0
en_native_03095,en,7.0,8.0,4.16129,25.0,0.134235,0.466667,0.15625,3.0,0.0,3.857143,32.0,1.0,32.0
en_native_03096,en,4.0,4.0,4.424242,19.0,0.134068,0.611765,0.5,6.0,2.0,4.0,34.0,1.0,34.0
